
Parameters:
DATA_PATH=./data/
DATASET=ogbn-proteins
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=256
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: protein
Kernel mode: auto
Creating SAGE model...
Using MaxK-accelerated SAGE model
Model parameters: 425,072 total, 425,072 trainable
Graph statistics: 132534 nodes, 79122504 edges
Average degree: 597.00
Feature dimension: 8, Hidden dimension: 256
MaxK value: 256, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 92.1517 | Train Accuracy 0.6171 | Val Accuracy 0.6177 | Test Accuracy 0.5856 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0011/1000| Loss 44.6628 | Train Accuracy 0.5593 | Val Accuracy 0.5812 | Test Accuracy 0.5830 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0012/1000| Loss 46.9811 | Train Accuracy 0.6009 | Val Accuracy 0.6030 | Test Accuracy 0.5860 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0013/1000| Loss 39.8788 | Train Accuracy 0.6095 | Val Accuracy 0.5769 | Test Accuracy 0.5485 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0014/1000| Loss 32.7741 | Train Accuracy 0.6050 | Val Accuracy 0.5516 | Test Accuracy 0.5289 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0015/1000| Loss 34.1600 | Train Accuracy 0.5903 | Val Accuracy 0.5680 | Test Accuracy 0.5724 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0016/1000| Loss 33.0610 | Train Accuracy 0.5501 | Val Accuracy 0.5428 | Test Accuracy 0.5705 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0017/1000| Loss 34.2793 | Train Accuracy 0.5195 | Val Accuracy 0.5225 | Test Accuracy 0.5708 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0018/1000| Loss 32.3574 | Train Accuracy 0.5177 | Val Accuracy 0.5192 | Test Accuracy 0.5715 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0019/1000| Loss 27.1521 | Train Accuracy 0.5453 | Val Accuracy 0.5347 | Test Accuracy 0.5669 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0020: Avg Forward 91.202ms, Avg Backward 81.503ms, Total per epoch 172.705ms
Epoch 0020/1000| Loss 24.2545 | Train Accuracy 0.5919 | Val Accuracy 0.5498 | Test Accuracy 0.5661 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0021/1000| Loss 20.9652 | Train Accuracy 0.6018 | Val Accuracy 0.5636 | Test Accuracy 0.5823 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0022/1000| Loss 19.4485 | Train Accuracy 0.6146 | Val Accuracy 0.5912 | Test Accuracy 0.6061 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0023/1000| Loss 17.7920 | Train Accuracy 0.6120 | Val Accuracy 0.6099 | Test Accuracy 0.6169 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0024/1000| Loss 19.0896 | Train Accuracy 0.6182 | Val Accuracy 0.5992 | Test Accuracy 0.5994 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0025/1000| Loss 17.3463 | Train Accuracy 0.6094 | Val Accuracy 0.5723 | Test Accuracy 0.5699 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0026/1000| Loss 15.4350 | Train Accuracy 0.5960 | Val Accuracy 0.5506 | Test Accuracy 0.5540 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0027/1000| Loss 13.8594 | Train Accuracy 0.5931 | Val Accuracy 0.5570 | Test Accuracy 0.5659 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0028/1000| Loss 12.2587 | Train Accuracy 0.6046 | Val Accuracy 0.5857 | Test Accuracy 0.5855 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0029/1000| Loss 10.6965 | Train Accuracy 0.6166 | Val Accuracy 0.6132 | Test Accuracy 0.5984 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0030/1000| Loss 10.8784 | Train Accuracy 0.6097 | Val Accuracy 0.6074 | Test Accuracy 0.5867 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0031/1000| Loss 10.6190 | Train Accuracy 0.6165 | Val Accuracy 0.5916 | Test Accuracy 0.5643 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0032/1000| Loss 9.7768 | Train Accuracy 0.6180 | Val Accuracy 0.5834 | Test Accuracy 0.5535 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0033/1000| Loss 9.5659 | Train Accuracy 0.6240 | Val Accuracy 0.5950 | Test Accuracy 0.5612 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0034/1000| Loss 8.9089 | Train Accuracy 0.6278 | Val Accuracy 0.6151 | Test Accuracy 0.5843 | Best val. Accuracy 0.6177 | Best test Accuracy 0.5856
Epoch 0035/1000| Loss 8.4199 | Train Accuracy 0.6138 | Val Accuracy 0.6186 | Test Accuracy 0.5970 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0036/1000| Loss 7.5175 | Train Accuracy 0.5954 | Val Accuracy 0.6103 | Test Accuracy 0.5945 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0037/1000| Loss 7.3259 | Train Accuracy 0.5859 | Val Accuracy 0.6012 | Test Accuracy 0.5885 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0038/1000| Loss 7.2638 | Train Accuracy 0.5822 | Val Accuracy 0.5893 | Test Accuracy 0.5757 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0039/1000| Loss 6.9679 | Train Accuracy 0.5858 | Val Accuracy 0.5603 | Test Accuracy 0.5408 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0040: Avg Forward 91.129ms, Avg Backward 81.501ms, Total per epoch 172.630ms
Epoch 0040/1000| Loss 6.1197 | Train Accuracy 0.5808 | Val Accuracy 0.5216 | Test Accuracy 0.5006 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0041/1000| Loss 5.6994 | Train Accuracy 0.5918 | Val Accuracy 0.5307 | Test Accuracy 0.5027 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0042/1000| Loss 5.8525 | Train Accuracy 0.6160 | Val Accuracy 0.5787 | Test Accuracy 0.5387 | Best val. Accuracy 0.6186 | Best test Accuracy 0.5970
Epoch 0043/1000| Loss 5.6696 | Train Accuracy 0.6399 | Val Accuracy 0.6328 | Test Accuracy 0.5849 | Best val. Accuracy 0.6328 | Best test Accuracy 0.5849
Epoch 0044/1000| Loss 5.4795 | Train Accuracy 0.6530 | Val Accuracy 0.6643 | Test Accuracy 0.6146 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0045/1000| Loss 5.6230 | Train Accuracy 0.6335 | Val Accuracy 0.6630 | Test Accuracy 0.6199 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0046/1000| Loss 5.3416 | Train Accuracy 0.6080 | Val Accuracy 0.6463 | Test Accuracy 0.6143 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0047/1000| Loss 4.7169 | Train Accuracy 0.5895 | Val Accuracy 0.6186 | Test Accuracy 0.6012 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0048/1000| Loss 4.3572 | Train Accuracy 0.5597 | Val Accuracy 0.5718 | Test Accuracy 0.5715 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0049/1000| Loss 4.3032 | Train Accuracy 0.5401 | Val Accuracy 0.5371 | Test Accuracy 0.5450 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0050/1000| Loss 4.3412 | Train Accuracy 0.5459 | Val Accuracy 0.5336 | Test Accuracy 0.5368 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0051/1000| Loss 4.1263 | Train Accuracy 0.5810 | Val Accuracy 0.5650 | Test Accuracy 0.5501 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0052/1000| Loss 3.9022 | Train Accuracy 0.6214 | Val Accuracy 0.6147 | Test Accuracy 0.5875 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0053/1000| Loss 4.1218 | Train Accuracy 0.6232 | Val Accuracy 0.6292 | Test Accuracy 0.6118 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0054/1000| Loss 3.4950 | Train Accuracy 0.6016 | Val Accuracy 0.6216 | Test Accuracy 0.6159 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0055/1000| Loss 3.2946 | Train Accuracy 0.6033 | Val Accuracy 0.6207 | Test Accuracy 0.6110 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0056/1000| Loss 3.3362 | Train Accuracy 0.6182 | Val Accuracy 0.6264 | Test Accuracy 0.6104 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0057/1000| Loss 3.2686 | Train Accuracy 0.6082 | Val Accuracy 0.6035 | Test Accuracy 0.6053 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0058/1000| Loss 2.9907 | Train Accuracy 0.6249 | Val Accuracy 0.5973 | Test Accuracy 0.5963 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0059/1000| Loss 2.7606 | Train Accuracy 0.6450 | Val Accuracy 0.5957 | Test Accuracy 0.5772 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0060: Avg Forward 91.184ms, Avg Backward 81.503ms, Total per epoch 172.687ms
Epoch 0060/1000| Loss 2.8267 | Train Accuracy 0.6238 | Val Accuracy 0.5545 | Test Accuracy 0.5442 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0061/1000| Loss 2.6850 | Train Accuracy 0.5812 | Val Accuracy 0.5104 | Test Accuracy 0.5237 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0062/1000| Loss 2.5648 | Train Accuracy 0.5712 | Val Accuracy 0.5078 | Test Accuracy 0.5331 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0063/1000| Loss 2.6289 | Train Accuracy 0.5982 | Val Accuracy 0.5352 | Test Accuracy 0.5594 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0064/1000| Loss 2.6330 | Train Accuracy 0.5655 | Val Accuracy 0.5009 | Test Accuracy 0.5454 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0065/1000| Loss 2.3887 | Train Accuracy 0.6193 | Val Accuracy 0.5727 | Test Accuracy 0.5781 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0066/1000| Loss 2.3013 | Train Accuracy 0.6478 | Val Accuracy 0.6256 | Test Accuracy 0.5998 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0067/1000| Loss 2.4795 | Train Accuracy 0.5975 | Val Accuracy 0.5676 | Test Accuracy 0.5790 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0068/1000| Loss 2.4881 | Train Accuracy 0.6230 | Val Accuracy 0.6092 | Test Accuracy 0.5986 | Best val. Accuracy 0.6643 | Best test Accuracy 0.6146
Epoch 0069/1000| Loss 2.2396 | Train Accuracy 0.6761 | Val Accuracy 0.6840 | Test Accuracy 0.6423 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0070/1000| Loss 2.6519 | Train Accuracy 0.6364 | Val Accuracy 0.6137 | Test Accuracy 0.5997 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0071/1000| Loss 2.0311 | Train Accuracy 0.6244 | Val Accuracy 0.5821 | Test Accuracy 0.5659 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0072/1000| Loss 2.0617 | Train Accuracy 0.6578 | Val Accuracy 0.6208 | Test Accuracy 0.5766 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0073/1000| Loss 1.9472 | Train Accuracy 0.6824 | Val Accuracy 0.6661 | Test Accuracy 0.6164 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0074/1000| Loss 2.2030 | Train Accuracy 0.6039 | Val Accuracy 0.5968 | Test Accuracy 0.5946 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0075/1000| Loss 1.6610 | Train Accuracy 0.5521 | Val Accuracy 0.5519 | Test Accuracy 0.5740 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0076/1000| Loss 1.7491 | Train Accuracy 0.5568 | Val Accuracy 0.5568 | Test Accuracy 0.5789 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0077/1000| Loss 1.6686 | Train Accuracy 0.5974 | Val Accuracy 0.5921 | Test Accuracy 0.6011 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0078/1000| Loss 1.5817 | Train Accuracy 0.6286 | Val Accuracy 0.6140 | Test Accuracy 0.6116 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0079/1000| Loss 1.5320 | Train Accuracy 0.6299 | Val Accuracy 0.5961 | Test Accuracy 0.5957 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0080: Avg Forward 91.070ms, Avg Backward 81.502ms, Total per epoch 172.573ms
Epoch 0080/1000| Loss 1.4157 | Train Accuracy 0.6190 | Val Accuracy 0.5701 | Test Accuracy 0.5707 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0081/1000| Loss 1.3789 | Train Accuracy 0.5995 | Val Accuracy 0.5477 | Test Accuracy 0.5524 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0082/1000| Loss 1.3955 | Train Accuracy 0.5827 | Val Accuracy 0.5403 | Test Accuracy 0.5503 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0083/1000| Loss 1.4309 | Train Accuracy 0.5755 | Val Accuracy 0.5431 | Test Accuracy 0.5545 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0084/1000| Loss 1.4464 | Train Accuracy 0.5944 | Val Accuracy 0.5721 | Test Accuracy 0.5716 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0085/1000| Loss 1.3983 | Train Accuracy 0.6275 | Val Accuracy 0.6130 | Test Accuracy 0.5967 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0086/1000| Loss 1.3363 | Train Accuracy 0.6576 | Val Accuracy 0.6499 | Test Accuracy 0.6171 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0087/1000| Loss 1.3507 | Train Accuracy 0.6616 | Val Accuracy 0.6558 | Test Accuracy 0.6099 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0088/1000| Loss 1.2663 | Train Accuracy 0.6162 | Val Accuracy 0.6050 | Test Accuracy 0.5686 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0089/1000| Loss 1.1783 | Train Accuracy 0.5542 | Val Accuracy 0.5470 | Test Accuracy 0.5359 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0090/1000| Loss 1.3496 | Train Accuracy 0.5092 | Val Accuracy 0.5110 | Test Accuracy 0.5218 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0091/1000| Loss 1.6766 | Train Accuracy 0.4886 | Val Accuracy 0.4978 | Test Accuracy 0.5201 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0092/1000| Loss 2.0529 | Train Accuracy 0.4891 | Val Accuracy 0.5043 | Test Accuracy 0.5297 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0093/1000| Loss 2.3512 | Train Accuracy 0.5127 | Val Accuracy 0.5323 | Test Accuracy 0.5513 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0094/1000| Loss 2.4981 | Train Accuracy 0.5675 | Val Accuracy 0.5905 | Test Accuracy 0.5913 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0095/1000| Loss 2.3867 | Train Accuracy 0.6580 | Val Accuracy 0.6794 | Test Accuracy 0.6480 | Best val. Accuracy 0.6840 | Best test Accuracy 0.6423
Epoch 0096/1000| Loss 2.3770 | Train Accuracy 0.7180 | Val Accuracy 0.7337 | Test Accuracy 0.6813 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0097/1000| Loss 3.0610 | Train Accuracy 0.6621 | Val Accuracy 0.6716 | Test Accuracy 0.6368 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0098/1000| Loss 5.3882 | Train Accuracy 0.4520 | Val Accuracy 0.4360 | Test Accuracy 0.4858 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0099/1000| Loss 3.9246 | Train Accuracy 0.3808 | Val Accuracy 0.3540 | Test Accuracy 0.4335 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0100: Avg Forward 91.025ms, Avg Backward 81.502ms, Total per epoch 172.527ms
Epoch 0100/1000| Loss 4.9746 | Train Accuracy 0.3909 | Val Accuracy 0.3782 | Test Accuracy 0.4426 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0101/1000| Loss 4.3339 | Train Accuracy 0.4774 | Val Accuracy 0.5190 | Test Accuracy 0.5315 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0102/1000| Loss 4.0441 | Train Accuracy 0.5535 | Val Accuracy 0.6049 | Test Accuracy 0.5817 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0103/1000| Loss 5.6022 | Train Accuracy 0.4472 | Val Accuracy 0.4782 | Test Accuracy 0.5135 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0104/1000| Loss 2.4132 | Train Accuracy 0.4334 | Val Accuracy 0.4656 | Test Accuracy 0.5075 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0105/1000| Loss 2.6250 | Train Accuracy 0.4665 | Val Accuracy 0.5263 | Test Accuracy 0.5482 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0106/1000| Loss 3.1144 | Train Accuracy 0.5156 | Val Accuracy 0.5925 | Test Accuracy 0.5927 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0107/1000| Loss 4.0162 | Train Accuracy 0.5110 | Val Accuracy 0.5502 | Test Accuracy 0.5455 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0108/1000| Loss 2.4017 | Train Accuracy 0.5304 | Val Accuracy 0.5179 | Test Accuracy 0.5170 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0109/1000| Loss 2.4256 | Train Accuracy 0.5602 | Val Accuracy 0.5283 | Test Accuracy 0.5224 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0110/1000| Loss 2.9203 | Train Accuracy 0.6033 | Val Accuracy 0.5792 | Test Accuracy 0.5506 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0111/1000| Loss 3.0880 | Train Accuracy 0.6530 | Val Accuracy 0.6509 | Test Accuracy 0.5917 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0112/1000| Loss 3.0023 | Train Accuracy 0.6892 | Val Accuracy 0.6890 | Test Accuracy 0.6110 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0113/1000| Loss 3.1002 | Train Accuracy 0.6952 | Val Accuracy 0.6962 | Test Accuracy 0.6195 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0114/1000| Loss 3.5350 | Train Accuracy 0.6777 | Val Accuracy 0.6871 | Test Accuracy 0.6262 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0115/1000| Loss 3.2025 | Train Accuracy 0.6375 | Val Accuracy 0.6535 | Test Accuracy 0.6216 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0116/1000| Loss 2.6621 | Train Accuracy 0.5990 | Val Accuracy 0.6082 | Test Accuracy 0.6038 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0117/1000| Loss 2.3357 | Train Accuracy 0.5663 | Val Accuracy 0.5533 | Test Accuracy 0.5695 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0118/1000| Loss 2.5335 | Train Accuracy 0.5370 | Val Accuracy 0.4977 | Test Accuracy 0.5324 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0119/1000| Loss 2.5953 | Train Accuracy 0.5527 | Val Accuracy 0.4980 | Test Accuracy 0.5306 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0120: Avg Forward 90.988ms, Avg Backward 81.502ms, Total per epoch 172.490ms
Epoch 0120/1000| Loss 2.4556 | Train Accuracy 0.6188 | Val Accuracy 0.5785 | Test Accuracy 0.5807 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0121/1000| Loss 2.1862 | Train Accuracy 0.6633 | Val Accuracy 0.6538 | Test Accuracy 0.6260 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0122/1000| Loss 2.9006 | Train Accuracy 0.6231 | Val Accuracy 0.5966 | Test Accuracy 0.6008 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0123/1000| Loss 1.9621 | Train Accuracy 0.6367 | Val Accuracy 0.6124 | Test Accuracy 0.6105 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0124/1000| Loss 2.0568 | Train Accuracy 0.6155 | Val Accuracy 0.6013 | Test Accuracy 0.6054 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0125/1000| Loss 2.8112 | Train Accuracy 0.4245 | Val Accuracy 0.4023 | Test Accuracy 0.4825 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0126/1000| Loss 2.5317 | Train Accuracy 0.4021 | Val Accuracy 0.3794 | Test Accuracy 0.4560 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0127/1000| Loss 2.8141 | Train Accuracy 0.4417 | Val Accuracy 0.4372 | Test Accuracy 0.4934 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0128/1000| Loss 2.3808 | Train Accuracy 0.5328 | Val Accuracy 0.5305 | Test Accuracy 0.5497 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0129/1000| Loss 3.0433 | Train Accuracy 0.4615 | Val Accuracy 0.4188 | Test Accuracy 0.4706 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0130/1000| Loss 2.3023 | Train Accuracy 0.4943 | Val Accuracy 0.4434 | Test Accuracy 0.4851 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0131/1000| Loss 2.6866 | Train Accuracy 0.5780 | Val Accuracy 0.5327 | Test Accuracy 0.5379 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0132/1000| Loss 2.2920 | Train Accuracy 0.6574 | Val Accuracy 0.6349 | Test Accuracy 0.6052 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
Epoch 0133/1000| Loss 2.6499 | Train Accuracy 0.6322 | Val Accuracy 0.5974 | Test Accuracy 0.5684 | Best val. Accuracy 0.7337 | Best test Accuracy 0.6813
