
Parameters:
DATA_PATH=./data/
DATASET=ogbn-products
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=256
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: products
Kernel mode: auto
Creating SAGE model...
Using MaxK-accelerated SAGE model
Model parameters: 431,919 total, 431,919 trainable
Graph statistics: 2449029 nodes, 123718280 edges
Average degree: 50.52
Feature dimension: 100, Hidden dimension: 256
MaxK value: 256, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 23.2711 | Train Accuracy 0.3801 | Val Accuracy 0.3805 | Test Accuracy 0.3125 | Best val. Accuracy 0.3805 | Best test Accuracy 0.3125
Epoch 0011/1000| Loss 29.8640 | Train Accuracy 0.4477 | Val Accuracy 0.4430 | Test Accuracy 0.3408 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0012/1000| Loss 28.9495 | Train Accuracy 0.4200 | Val Accuracy 0.4139 | Test Accuracy 0.3086 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0013/1000| Loss 28.3475 | Train Accuracy 0.3366 | Val Accuracy 0.3310 | Test Accuracy 0.2323 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0014/1000| Loss 25.1530 | Train Accuracy 0.2876 | Val Accuracy 0.2799 | Test Accuracy 0.1945 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0015/1000| Loss 22.8201 | Train Accuracy 0.3337 | Val Accuracy 0.3221 | Test Accuracy 0.2218 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0016/1000| Loss 18.0346 | Train Accuracy 0.4070 | Val Accuracy 0.4027 | Test Accuracy 0.2768 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0017/1000| Loss 16.9146 | Train Accuracy 0.4323 | Val Accuracy 0.4241 | Test Accuracy 0.3084 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0018/1000| Loss 18.2097 | Train Accuracy 0.4344 | Val Accuracy 0.4244 | Test Accuracy 0.3135 | Best val. Accuracy 0.4435 | Best test Accuracy 0.3373
Epoch 0019/1000| Loss 17.2831 | Train Accuracy 0.4539 | Val Accuracy 0.4436 | Test Accuracy 0.3321 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0020: Avg Forward 545.591ms, Avg Backward 367.459ms, Total per epoch 913.049ms
Epoch 0020/1000| Loss 15.1242 | Train Accuracy 0.4298 | Val Accuracy 0.4167 | Test Accuracy 0.3146 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0021/1000| Loss 17.6173 | Train Accuracy 0.4214 | Val Accuracy 0.4077 | Test Accuracy 0.3017 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0022/1000| Loss 19.8971 | Train Accuracy 0.4316 | Val Accuracy 0.4078 | Test Accuracy 0.2932 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0023/1000| Loss 15.5677 | Train Accuracy 0.3699 | Val Accuracy 0.3497 | Test Accuracy 0.2518 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0024/1000| Loss 18.5002 | Train Accuracy 0.3705 | Val Accuracy 0.3511 | Test Accuracy 0.2522 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0025/1000| Loss 18.1595 | Train Accuracy 0.4193 | Val Accuracy 0.4096 | Test Accuracy 0.3121 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0026/1000| Loss 19.1413 | Train Accuracy 0.3892 | Val Accuracy 0.3766 | Test Accuracy 0.2754 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0027/1000| Loss 17.9365 | Train Accuracy 0.3630 | Val Accuracy 0.3513 | Test Accuracy 0.2556 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0028/1000| Loss 17.3832 | Train Accuracy 0.3848 | Val Accuracy 0.3800 | Test Accuracy 0.2791 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0029/1000| Loss 15.6228 | Train Accuracy 0.4288 | Val Accuracy 0.4128 | Test Accuracy 0.3031 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0030/1000| Loss 13.4640 | Train Accuracy 0.4199 | Val Accuracy 0.4044 | Test Accuracy 0.2923 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0031/1000| Loss 14.0819 | Train Accuracy 0.4255 | Val Accuracy 0.4102 | Test Accuracy 0.2928 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0032/1000| Loss 11.4053 | Train Accuracy 0.4307 | Val Accuracy 0.4218 | Test Accuracy 0.2990 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0033/1000| Loss 10.8507 | Train Accuracy 0.4430 | Val Accuracy 0.4376 | Test Accuracy 0.3175 | Best val. Accuracy 0.4436 | Best test Accuracy 0.3321
Epoch 0034/1000| Loss 10.2464 | Train Accuracy 0.4502 | Val Accuracy 0.4442 | Test Accuracy 0.3306 | Best val. Accuracy 0.4442 | Best test Accuracy 0.3306
Epoch 0035/1000| Loss 9.9350 | Train Accuracy 0.4482 | Val Accuracy 0.4358 | Test Accuracy 0.3224 | Best val. Accuracy 0.4442 | Best test Accuracy 0.3306
Epoch 0036/1000| Loss 8.8089 | Train Accuracy 0.4554 | Val Accuracy 0.4385 | Test Accuracy 0.3166 | Best val. Accuracy 0.4442 | Best test Accuracy 0.3306
Epoch 0037/1000| Loss 8.0090 | Train Accuracy 0.4703 | Val Accuracy 0.4525 | Test Accuracy 0.3247 | Best val. Accuracy 0.4525 | Best test Accuracy 0.3247
Epoch 0038/1000| Loss 7.1259 | Train Accuracy 0.4732 | Val Accuracy 0.4603 | Test Accuracy 0.3300 | Best val. Accuracy 0.4603 | Best test Accuracy 0.3300
Epoch 0039/1000| Loss 6.8853 | Train Accuracy 0.4824 | Val Accuracy 0.4667 | Test Accuracy 0.3359 | Best val. Accuracy 0.4667 | Best test Accuracy 0.3359
Epoch 0040: Avg Forward 545.596ms, Avg Backward 367.458ms, Total per epoch 913.055ms
Epoch 0040/1000| Loss 6.5907 | Train Accuracy 0.4739 | Val Accuracy 0.4569 | Test Accuracy 0.3266 | Best val. Accuracy 0.4667 | Best test Accuracy 0.3359
Epoch 0041/1000| Loss 6.3376 | Train Accuracy 0.4702 | Val Accuracy 0.4541 | Test Accuracy 0.3220 | Best val. Accuracy 0.4667 | Best test Accuracy 0.3359
Epoch 0042/1000| Loss 5.6962 | Train Accuracy 0.4723 | Val Accuracy 0.4556 | Test Accuracy 0.3251 | Best val. Accuracy 0.4667 | Best test Accuracy 0.3359
Epoch 0043/1000| Loss 5.3267 | Train Accuracy 0.4921 | Val Accuracy 0.4742 | Test Accuracy 0.3364 | Best val. Accuracy 0.4742 | Best test Accuracy 0.3364
Epoch 0044/1000| Loss 4.8339 | Train Accuracy 0.4994 | Val Accuracy 0.4807 | Test Accuracy 0.3469 | Best val. Accuracy 0.4807 | Best test Accuracy 0.3469
Epoch 0045/1000| Loss 4.6179 | Train Accuracy 0.4991 | Val Accuracy 0.4829 | Test Accuracy 0.3517 | Best val. Accuracy 0.4829 | Best test Accuracy 0.3517
Epoch 0046/1000| Loss 4.5304 | Train Accuracy 0.5011 | Val Accuracy 0.4885 | Test Accuracy 0.3571 | Best val. Accuracy 0.4885 | Best test Accuracy 0.3571
Epoch 0047/1000| Loss 4.3009 | Train Accuracy 0.5041 | Val Accuracy 0.4880 | Test Accuracy 0.3496 | Best val. Accuracy 0.4885 | Best test Accuracy 0.3571
Epoch 0048/1000| Loss 4.0581 | Train Accuracy 0.5118 | Val Accuracy 0.4951 | Test Accuracy 0.3511 | Best val. Accuracy 0.4951 | Best test Accuracy 0.3511
Epoch 0049/1000| Loss 3.7577 | Train Accuracy 0.5166 | Val Accuracy 0.4963 | Test Accuracy 0.3518 | Best val. Accuracy 0.4963 | Best test Accuracy 0.3518
Epoch 0050/1000| Loss 3.5621 | Train Accuracy 0.5169 | Val Accuracy 0.4984 | Test Accuracy 0.3526 | Best val. Accuracy 0.4984 | Best test Accuracy 0.3526
Epoch 0051/1000| Loss 3.3934 | Train Accuracy 0.5163 | Val Accuracy 0.4969 | Test Accuracy 0.3554 | Best val. Accuracy 0.4984 | Best test Accuracy 0.3526
Epoch 0052/1000| Loss 3.3031 | Train Accuracy 0.5130 | Val Accuracy 0.4963 | Test Accuracy 0.3636 | Best val. Accuracy 0.4984 | Best test Accuracy 0.3526
Epoch 0053/1000| Loss 3.2327 | Train Accuracy 0.5248 | Val Accuracy 0.5106 | Test Accuracy 0.3782 | Best val. Accuracy 0.5106 | Best test Accuracy 0.3782
Epoch 0054/1000| Loss 3.0438 | Train Accuracy 0.5252 | Val Accuracy 0.5098 | Test Accuracy 0.3769 | Best val. Accuracy 0.5106 | Best test Accuracy 0.3782
Epoch 0055/1000| Loss 2.9428 | Train Accuracy 0.5236 | Val Accuracy 0.5069 | Test Accuracy 0.3725 | Best val. Accuracy 0.5106 | Best test Accuracy 0.3782
Epoch 0056/1000| Loss 2.9310 | Train Accuracy 0.5246 | Val Accuracy 0.5089 | Test Accuracy 0.3728 | Best val. Accuracy 0.5106 | Best test Accuracy 0.3782
Epoch 0057/1000| Loss 2.8935 | Train Accuracy 0.5346 | Val Accuracy 0.5211 | Test Accuracy 0.3783 | Best val. Accuracy 0.5211 | Best test Accuracy 0.3783
Epoch 0058/1000| Loss 2.6959 | Train Accuracy 0.5363 | Val Accuracy 0.5241 | Test Accuracy 0.3823 | Best val. Accuracy 0.5241 | Best test Accuracy 0.3823
Epoch 0059/1000| Loss 2.6437 | Train Accuracy 0.5456 | Val Accuracy 0.5337 | Test Accuracy 0.3892 | Best val. Accuracy 0.5337 | Best test Accuracy 0.3892
Epoch 0060: Avg Forward 545.702ms, Avg Backward 367.457ms, Total per epoch 913.159ms
Epoch 0060/1000| Loss 2.5371 | Train Accuracy 0.5468 | Val Accuracy 0.5316 | Test Accuracy 0.3856 | Best val. Accuracy 0.5337 | Best test Accuracy 0.3892
Epoch 0061/1000| Loss 2.5277 | Train Accuracy 0.5437 | Val Accuracy 0.5268 | Test Accuracy 0.3818 | Best val. Accuracy 0.5337 | Best test Accuracy 0.3892
Epoch 0062/1000| Loss 2.5127 | Train Accuracy 0.5468 | Val Accuracy 0.5274 | Test Accuracy 0.3849 | Best val. Accuracy 0.5337 | Best test Accuracy 0.3892
Epoch 0063/1000| Loss 2.4410 | Train Accuracy 0.5503 | Val Accuracy 0.5328 | Test Accuracy 0.3888 | Best val. Accuracy 0.5337 | Best test Accuracy 0.3892
Epoch 0064/1000| Loss 2.3836 | Train Accuracy 0.5522 | Val Accuracy 0.5362 | Test Accuracy 0.3942 | Best val. Accuracy 0.5362 | Best test Accuracy 0.3942
Epoch 0065/1000| Loss 2.3374 | Train Accuracy 0.5531 | Val Accuracy 0.5376 | Test Accuracy 0.3965 | Best val. Accuracy 0.5376 | Best test Accuracy 0.3965
Epoch 0066/1000| Loss 2.2934 | Train Accuracy 0.5561 | Val Accuracy 0.5381 | Test Accuracy 0.3969 | Best val. Accuracy 0.5381 | Best test Accuracy 0.3969
Epoch 0067/1000| Loss 2.2623 | Train Accuracy 0.5601 | Val Accuracy 0.5417 | Test Accuracy 0.3986 | Best val. Accuracy 0.5417 | Best test Accuracy 0.3986
Epoch 0068/1000| Loss 2.2404 | Train Accuracy 0.5586 | Val Accuracy 0.5424 | Test Accuracy 0.4038 | Best val. Accuracy 0.5424 | Best test Accuracy 0.4038
Epoch 0069/1000| Loss 2.1949 | Train Accuracy 0.5567 | Val Accuracy 0.5442 | Test Accuracy 0.4073 | Best val. Accuracy 0.5442 | Best test Accuracy 0.4073
Epoch 0070/1000| Loss 2.1695 | Train Accuracy 0.5576 | Val Accuracy 0.5439 | Test Accuracy 0.4037 | Best val. Accuracy 0.5442 | Best test Accuracy 0.4073
Epoch 0071/1000| Loss 2.1738 | Train Accuracy 0.5612 | Val Accuracy 0.5458 | Test Accuracy 0.4039 | Best val. Accuracy 0.5458 | Best test Accuracy 0.4039
Epoch 0072/1000| Loss 2.1210 | Train Accuracy 0.5637 | Val Accuracy 0.5472 | Test Accuracy 0.4037 | Best val. Accuracy 0.5472 | Best test Accuracy 0.4037
Epoch 0073/1000| Loss 2.1122 | Train Accuracy 0.5667 | Val Accuracy 0.5510 | Test Accuracy 0.4063 | Best val. Accuracy 0.5510 | Best test Accuracy 0.4063
Epoch 0074/1000| Loss 2.0988 | Train Accuracy 0.5653 | Val Accuracy 0.5542 | Test Accuracy 0.4129 | Best val. Accuracy 0.5542 | Best test Accuracy 0.4129
Epoch 0075/1000| Loss 2.0638 | Train Accuracy 0.5661 | Val Accuracy 0.5558 | Test Accuracy 0.4160 | Best val. Accuracy 0.5558 | Best test Accuracy 0.4160
Epoch 0076/1000| Loss 2.0644 | Train Accuracy 0.5701 | Val Accuracy 0.5574 | Test Accuracy 0.4161 | Best val. Accuracy 0.5574 | Best test Accuracy 0.4161
Epoch 0077/1000| Loss 2.0471 | Train Accuracy 0.5726 | Val Accuracy 0.5586 | Test Accuracy 0.4151 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0078/1000| Loss 2.0312 | Train Accuracy 0.5726 | Val Accuracy 0.5578 | Test Accuracy 0.4171 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0079/1000| Loss 2.0113 | Train Accuracy 0.5702 | Val Accuracy 0.5566 | Test Accuracy 0.4196 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0080: Avg Forward 545.805ms, Avg Backward 367.459ms, Total per epoch 913.264ms
Epoch 0080/1000| Loss 1.9985 | Train Accuracy 0.5684 | Val Accuracy 0.5548 | Test Accuracy 0.4167 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0081/1000| Loss 1.9793 | Train Accuracy 0.5706 | Val Accuracy 0.5530 | Test Accuracy 0.4139 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0082/1000| Loss 1.9719 | Train Accuracy 0.5726 | Val Accuracy 0.5571 | Test Accuracy 0.4169 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0083/1000| Loss 1.9586 | Train Accuracy 0.5719 | Val Accuracy 0.5582 | Test Accuracy 0.4172 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0084/1000| Loss 1.9734 | Train Accuracy 0.5732 | Val Accuracy 0.5570 | Test Accuracy 0.4162 | Best val. Accuracy 0.5586 | Best test Accuracy 0.4151
Epoch 0085/1000| Loss 1.9891 | Train Accuracy 0.5721 | Val Accuracy 0.5623 | Test Accuracy 0.4205 | Best val. Accuracy 0.5623 | Best test Accuracy 0.4205
Epoch 0086/1000| Loss 1.9739 | Train Accuracy 0.5708 | Val Accuracy 0.5606 | Test Accuracy 0.4223 | Best val. Accuracy 0.5623 | Best test Accuracy 0.4205
Epoch 0087/1000| Loss 1.9780 | Train Accuracy 0.5767 | Val Accuracy 0.5605 | Test Accuracy 0.4184 | Best val. Accuracy 0.5623 | Best test Accuracy 0.4205
Epoch 0088/1000| Loss 1.9471 | Train Accuracy 0.5766 | Val Accuracy 0.5651 | Test Accuracy 0.4236 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0089/1000| Loss 1.9251 | Train Accuracy 0.5644 | Val Accuracy 0.5498 | Test Accuracy 0.4079 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0090/1000| Loss 2.0021 | Train Accuracy 0.5636 | Val Accuracy 0.5483 | Test Accuracy 0.4057 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0091/1000| Loss 2.0596 | Train Accuracy 0.5634 | Val Accuracy 0.5552 | Test Accuracy 0.4216 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0092/1000| Loss 2.0114 | Train Accuracy 0.5716 | Val Accuracy 0.5591 | Test Accuracy 0.4216 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0093/1000| Loss 1.9708 | Train Accuracy 0.5717 | Val Accuracy 0.5568 | Test Accuracy 0.4134 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0094/1000| Loss 1.9865 | Train Accuracy 0.5686 | Val Accuracy 0.5521 | Test Accuracy 0.4091 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0095/1000| Loss 2.0126 | Train Accuracy 0.5636 | Val Accuracy 0.5527 | Test Accuracy 0.4137 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0096/1000| Loss 1.9909 | Train Accuracy 0.5597 | Val Accuracy 0.5505 | Test Accuracy 0.4148 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0097/1000| Loss 2.1492 | Train Accuracy 0.5633 | Val Accuracy 0.5525 | Test Accuracy 0.4183 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0098/1000| Loss 2.1235 | Train Accuracy 0.5622 | Val Accuracy 0.5455 | Test Accuracy 0.4085 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0099/1000| Loss 2.1342 | Train Accuracy 0.5429 | Val Accuracy 0.5237 | Test Accuracy 0.3900 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0100: Avg Forward 545.861ms, Avg Backward 367.461ms, Total per epoch 913.321ms
Epoch 0100/1000| Loss 2.3895 | Train Accuracy 0.5451 | Val Accuracy 0.5278 | Test Accuracy 0.3941 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0101/1000| Loss 2.2820 | Train Accuracy 0.5347 | Val Accuracy 0.5158 | Test Accuracy 0.3863 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0102/1000| Loss 2.6862 | Train Accuracy 0.5326 | Val Accuracy 0.5191 | Test Accuracy 0.3943 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0103/1000| Loss 2.8465 | Train Accuracy 0.5249 | Val Accuracy 0.5097 | Test Accuracy 0.3805 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0104/1000| Loss 2.9493 | Train Accuracy 0.5282 | Val Accuracy 0.5124 | Test Accuracy 0.3790 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0105/1000| Loss 2.9272 | Train Accuracy 0.5311 | Val Accuracy 0.5197 | Test Accuracy 0.3910 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0106/1000| Loss 3.0414 | Train Accuracy 0.5146 | Val Accuracy 0.5050 | Test Accuracy 0.3786 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0107/1000| Loss 3.1542 | Train Accuracy 0.5036 | Val Accuracy 0.4917 | Test Accuracy 0.3637 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0108/1000| Loss 3.2729 | Train Accuracy 0.5190 | Val Accuracy 0.5094 | Test Accuracy 0.3805 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0109/1000| Loss 2.9071 | Train Accuracy 0.5160 | Val Accuracy 0.5001 | Test Accuracy 0.3657 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0110/1000| Loss 3.1972 | Train Accuracy 0.5215 | Val Accuracy 0.5087 | Test Accuracy 0.3765 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0111/1000| Loss 3.0227 | Train Accuracy 0.5154 | Val Accuracy 0.5051 | Test Accuracy 0.3807 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0112/1000| Loss 3.2607 | Train Accuracy 0.5227 | Val Accuracy 0.5140 | Test Accuracy 0.3876 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0113/1000| Loss 3.1306 | Train Accuracy 0.5059 | Val Accuracy 0.4913 | Test Accuracy 0.3608 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0114/1000| Loss 3.0379 | Train Accuracy 0.5312 | Val Accuracy 0.5139 | Test Accuracy 0.3822 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0115/1000| Loss 2.4755 | Train Accuracy 0.5023 | Val Accuracy 0.4818 | Test Accuracy 0.3548 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0116/1000| Loss 2.8296 | Train Accuracy 0.5296 | Val Accuracy 0.5136 | Test Accuracy 0.3826 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0117/1000| Loss 2.5773 | Train Accuracy 0.5376 | Val Accuracy 0.5259 | Test Accuracy 0.3899 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0118/1000| Loss 2.5338 | Train Accuracy 0.5352 | Val Accuracy 0.5215 | Test Accuracy 0.3864 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0119/1000| Loss 2.5833 | Train Accuracy 0.5236 | Val Accuracy 0.5104 | Test Accuracy 0.3778 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0120: Avg Forward 545.881ms, Avg Backward 367.458ms, Total per epoch 913.339ms
Epoch 0120/1000| Loss 2.7023 | Train Accuracy 0.5308 | Val Accuracy 0.5162 | Test Accuracy 0.3812 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0121/1000| Loss 2.5703 | Train Accuracy 0.5362 | Val Accuracy 0.5237 | Test Accuracy 0.3922 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0122/1000| Loss 2.4848 | Train Accuracy 0.5468 | Val Accuracy 0.5410 | Test Accuracy 0.4091 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0123/1000| Loss 2.2516 | Train Accuracy 0.5385 | Val Accuracy 0.5267 | Test Accuracy 0.3854 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0124/1000| Loss 2.3335 | Train Accuracy 0.5516 | Val Accuracy 0.5380 | Test Accuracy 0.3967 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0125/1000| Loss 2.1681 | Train Accuracy 0.5493 | Val Accuracy 0.5376 | Test Accuracy 0.4044 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0126/1000| Loss 2.2389 | Train Accuracy 0.5436 | Val Accuracy 0.5342 | Test Accuracy 0.4040 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0127/1000| Loss 2.2558 | Train Accuracy 0.5502 | Val Accuracy 0.5336 | Test Accuracy 0.3938 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0128/1000| Loss 2.2063 | Train Accuracy 0.5500 | Val Accuracy 0.5291 | Test Accuracy 0.3867 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0129/1000| Loss 2.2053 | Train Accuracy 0.5541 | Val Accuracy 0.5373 | Test Accuracy 0.3990 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0130/1000| Loss 2.0748 | Train Accuracy 0.5577 | Val Accuracy 0.5434 | Test Accuracy 0.4085 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0131/1000| Loss 2.0775 | Train Accuracy 0.5641 | Val Accuracy 0.5463 | Test Accuracy 0.4060 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0132/1000| Loss 2.0344 | Train Accuracy 0.5575 | Val Accuracy 0.5378 | Test Accuracy 0.3979 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
Epoch 0133/1000| Loss 2.0862 | Train Accuracy 0.5566 | Val Accuracy 0.5418 | Test Accuracy 0.4068 | Best val. Accuracy 0.5651 | Best test Accuracy 0.4236
