
Parameters:
DATA_PATH=./data/
DATASET=ogbn-proteins
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=64
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gin
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating GIN model...
Using standard DGL GIN model
Model parameters: 228,467 total, 228,467 trainable
Graph statistics: 132534 nodes, 79122504 edges
Average degree: 597.00
Feature dimension: 8, Hidden dimension: 256
MaxK value: 64, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 3319878912.0000 | Train Accuracy 0.4431 | Val Accuracy 0.4384 | Test Accuracy 0.4562 | Best val. Accuracy 0.4384 | Best test Accuracy 0.4562
Epoch 0017/1000| Loss 542741824.0000 | Train Accuracy 0.4229 | Val Accuracy 0.4197 | Test Accuracy 0.4441 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0018/1000| Loss 223613616.0000 | Train Accuracy 0.4675 | Val Accuracy 0.4656 | Test Accuracy 0.4766 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0019/1000| Loss 347280224.0000 | Train Accuracy 0.4333 | Val Accuracy 0.4206 | Test Accuracy 0.4432 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0020: Avg Forward 40.640ms, Avg Backward 32.471ms, Total per epoch 73.111ms
Epoch 0020/1000| Loss 206358528.0000 | Train Accuracy 0.4337 | Val Accuracy 0.4100 | Test Accuracy 0.4348 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0021/1000| Loss 225777856.0000 | Train Accuracy 0.4634 | Val Accuracy 0.4309 | Test Accuracy 0.4371 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0022/1000| Loss 135527360.0000 | Train Accuracy 0.4712 | Val Accuracy 0.4376 | Test Accuracy 0.4476 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0023/1000| Loss 111624192.0000 | Train Accuracy 0.4612 | Val Accuracy 0.4344 | Test Accuracy 0.4495 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0024/1000| Loss 90696464.0000 | Train Accuracy 0.4372 | Val Accuracy 0.4056 | Test Accuracy 0.4354 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0025/1000| Loss 113580480.0000 | Train Accuracy 0.4376 | Val Accuracy 0.4067 | Test Accuracy 0.4289 | Best val. Accuracy 0.4694 | Best test Accuracy 0.4835
Epoch 0026/1000| Loss 105784728.0000 | Train Accuracy 0.4983 | Val Accuracy 0.4980 | Test Accuracy 0.4827 | Best val. Accuracy 0.4980 | Best test Accuracy 0.4827
Epoch 0027/1000| Loss 114688584.0000 | Train Accuracy 0.5248 | Val Accuracy 0.5204 | Test Accuracy 0.4984 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0028/1000| Loss 99136272.0000 | Train Accuracy 0.5136 | Val Accuracy 0.5174 | Test Accuracy 0.4783 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0029/1000| Loss 94843040.0000 | Train Accuracy 0.4673 | Val Accuracy 0.4515 | Test Accuracy 0.4575 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0030/1000| Loss 72732704.0000 | Train Accuracy 0.4408 | Val Accuracy 0.4358 | Test Accuracy 0.4509 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0031/1000| Loss 88653008.0000 | Train Accuracy 0.4400 | Val Accuracy 0.4217 | Test Accuracy 0.4444 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0032/1000| Loss 67552584.0000 | Train Accuracy 0.4545 | Val Accuracy 0.4240 | Test Accuracy 0.4353 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0033/1000| Loss 63170872.0000 | Train Accuracy 0.4655 | Val Accuracy 0.4185 | Test Accuracy 0.4441 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0034/1000| Loss 54821804.0000 | Train Accuracy 0.4780 | Val Accuracy 0.4516 | Test Accuracy 0.4667 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0035/1000| Loss 53814280.0000 | Train Accuracy 0.4461 | Val Accuracy 0.4186 | Test Accuracy 0.4500 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0036/1000| Loss 51585200.0000 | Train Accuracy 0.4433 | Val Accuracy 0.4116 | Test Accuracy 0.4421 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0037/1000| Loss 51564792.0000 | Train Accuracy 0.4664 | Val Accuracy 0.4389 | Test Accuracy 0.4604 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0038/1000| Loss 43301564.0000 | Train Accuracy 0.5162 | Val Accuracy 0.4875 | Test Accuracy 0.4818 | Best val. Accuracy 0.5204 | Best test Accuracy 0.4984
Epoch 0039/1000| Loss 34717488.0000 | Train Accuracy 0.5342 | Val Accuracy 0.5235 | Test Accuracy 0.4983 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0040: Avg Forward 40.745ms, Avg Backward 32.474ms, Total per epoch 73.220ms
Epoch 0040/1000| Loss 28755396.0000 | Train Accuracy 0.4953 | Val Accuracy 0.4839 | Test Accuracy 0.4778 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0041/1000| Loss 30654988.0000 | Train Accuracy 0.4715 | Val Accuracy 0.4525 | Test Accuracy 0.4822 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0042/1000| Loss 28594976.0000 | Train Accuracy 0.4792 | Val Accuracy 0.4708 | Test Accuracy 0.5030 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0043/1000| Loss 33386668.0000 | Train Accuracy 0.4631 | Val Accuracy 0.4607 | Test Accuracy 0.4852 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0044/1000| Loss 48674064.0000 | Train Accuracy 0.4640 | Val Accuracy 0.4589 | Test Accuracy 0.4923 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0045/1000| Loss 30362250.0000 | Train Accuracy 0.4641 | Val Accuracy 0.4575 | Test Accuracy 0.4762 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0046/1000| Loss 29134320.0000 | Train Accuracy 0.4716 | Val Accuracy 0.4695 | Test Accuracy 0.4714 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0047/1000| Loss 26896110.0000 | Train Accuracy 0.4725 | Val Accuracy 0.4646 | Test Accuracy 0.4652 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0048/1000| Loss 31099046.0000 | Train Accuracy 0.4842 | Val Accuracy 0.4756 | Test Accuracy 0.4593 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0049/1000| Loss 26518948.0000 | Train Accuracy 0.4954 | Val Accuracy 0.4899 | Test Accuracy 0.4612 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0050/1000| Loss 29370870.0000 | Train Accuracy 0.4766 | Val Accuracy 0.4592 | Test Accuracy 0.4712 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0051/1000| Loss 22525736.0000 | Train Accuracy 0.4872 | Val Accuracy 0.4759 | Test Accuracy 0.4819 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0052/1000| Loss 20096126.0000 | Train Accuracy 0.4561 | Val Accuracy 0.4288 | Test Accuracy 0.4599 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0053/1000| Loss 18972576.0000 | Train Accuracy 0.4765 | Val Accuracy 0.4727 | Test Accuracy 0.4823 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0054/1000| Loss 16365016.0000 | Train Accuracy 0.4557 | Val Accuracy 0.4417 | Test Accuracy 0.4664 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0055/1000| Loss 15013293.0000 | Train Accuracy 0.4409 | Val Accuracy 0.4107 | Test Accuracy 0.4545 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0056/1000| Loss 19834360.0000 | Train Accuracy 0.4448 | Val Accuracy 0.4254 | Test Accuracy 0.4611 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0057/1000| Loss 23317764.0000 | Train Accuracy 0.4108 | Val Accuracy 0.3953 | Test Accuracy 0.4284 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0058/1000| Loss 30543012.0000 | Train Accuracy 0.4103 | Val Accuracy 0.4047 | Test Accuracy 0.4363 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0059/1000| Loss 35284228.0000 | Train Accuracy 0.4273 | Val Accuracy 0.4213 | Test Accuracy 0.4444 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0060: Avg Forward 40.780ms, Avg Backward 32.470ms, Total per epoch 73.249ms
Epoch 0060/1000| Loss 26442700.0000 | Train Accuracy 0.4596 | Val Accuracy 0.4489 | Test Accuracy 0.4589 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0061/1000| Loss 20996618.0000 | Train Accuracy 0.4772 | Val Accuracy 0.4620 | Test Accuracy 0.4842 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0062/1000| Loss 20190954.0000 | Train Accuracy 0.4939 | Val Accuracy 0.4876 | Test Accuracy 0.5052 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0063/1000| Loss 18637920.0000 | Train Accuracy 0.4752 | Val Accuracy 0.4693 | Test Accuracy 0.5152 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0064/1000| Loss 15132257.0000 | Train Accuracy 0.4424 | Val Accuracy 0.4218 | Test Accuracy 0.4781 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0065/1000| Loss 18375476.0000 | Train Accuracy 0.5161 | Val Accuracy 0.5111 | Test Accuracy 0.5248 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0066/1000| Loss 14762527.0000 | Train Accuracy 0.4859 | Val Accuracy 0.4770 | Test Accuracy 0.5072 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0067/1000| Loss 12416307.0000 | Train Accuracy 0.4682 | Val Accuracy 0.4560 | Test Accuracy 0.4978 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0068/1000| Loss 12849828.0000 | Train Accuracy 0.4433 | Val Accuracy 0.4252 | Test Accuracy 0.4614 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0069/1000| Loss 14110471.0000 | Train Accuracy 0.4438 | Val Accuracy 0.4220 | Test Accuracy 0.4459 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0070/1000| Loss 14414803.0000 | Train Accuracy 0.4651 | Val Accuracy 0.4415 | Test Accuracy 0.4806 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0071/1000| Loss 11477090.0000 | Train Accuracy 0.4608 | Val Accuracy 0.4483 | Test Accuracy 0.4903 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0072/1000| Loss 11201158.0000 | Train Accuracy 0.4522 | Val Accuracy 0.4266 | Test Accuracy 0.4918 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0073/1000| Loss 9300152.0000 | Train Accuracy 0.4855 | Val Accuracy 0.4521 | Test Accuracy 0.5059 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0074/1000| Loss 9781776.0000 | Train Accuracy 0.5089 | Val Accuracy 0.4779 | Test Accuracy 0.5206 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0075/1000| Loss 10491641.0000 | Train Accuracy 0.4880 | Val Accuracy 0.4619 | Test Accuracy 0.4932 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0076/1000| Loss 8363425.5000 | Train Accuracy 0.4907 | Val Accuracy 0.4705 | Test Accuracy 0.5010 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0077/1000| Loss 8973417.0000 | Train Accuracy 0.4713 | Val Accuracy 0.4357 | Test Accuracy 0.4859 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0078/1000| Loss 8125288.5000 | Train Accuracy 0.4888 | Val Accuracy 0.4558 | Test Accuracy 0.4838 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0079/1000| Loss 7234315.5000 | Train Accuracy 0.4859 | Val Accuracy 0.4531 | Test Accuracy 0.4734 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0080: Avg Forward 40.794ms, Avg Backward 32.472ms, Total per epoch 73.267ms
Epoch 0080/1000| Loss 7782929.5000 | Train Accuracy 0.4743 | Val Accuracy 0.4369 | Test Accuracy 0.4603 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0081/1000| Loss 6979936.0000 | Train Accuracy 0.5087 | Val Accuracy 0.4734 | Test Accuracy 0.4687 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0082/1000| Loss 6895413.0000 | Train Accuracy 0.5178 | Val Accuracy 0.4893 | Test Accuracy 0.4701 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0083/1000| Loss 7481477.5000 | Train Accuracy 0.5223 | Val Accuracy 0.4993 | Test Accuracy 0.4831 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0084/1000| Loss 5773385.5000 | Train Accuracy 0.4940 | Val Accuracy 0.4734 | Test Accuracy 0.4599 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0085/1000| Loss 7222600.0000 | Train Accuracy 0.4676 | Val Accuracy 0.4505 | Test Accuracy 0.4394 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0086/1000| Loss 6251256.5000 | Train Accuracy 0.4862 | Val Accuracy 0.4519 | Test Accuracy 0.4546 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0087/1000| Loss 8608473.0000 | Train Accuracy 0.4844 | Val Accuracy 0.4629 | Test Accuracy 0.4635 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0088/1000| Loss 6331836.0000 | Train Accuracy 0.4910 | Val Accuracy 0.4773 | Test Accuracy 0.4715 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0089/1000| Loss 6738058.0000 | Train Accuracy 0.4926 | Val Accuracy 0.4796 | Test Accuracy 0.4771 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0090/1000| Loss 6588553.0000 | Train Accuracy 0.4864 | Val Accuracy 0.4632 | Test Accuracy 0.4689 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0091/1000| Loss 6691808.5000 | Train Accuracy 0.5103 | Val Accuracy 0.4949 | Test Accuracy 0.4885 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0092/1000| Loss 6681769.0000 | Train Accuracy 0.5056 | Val Accuracy 0.4934 | Test Accuracy 0.4918 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0093/1000| Loss 6265095.0000 | Train Accuracy 0.5122 | Val Accuracy 0.4996 | Test Accuracy 0.4880 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0094/1000| Loss 5055890.5000 | Train Accuracy 0.4945 | Val Accuracy 0.4683 | Test Accuracy 0.4863 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0095/1000| Loss 4908930.5000 | Train Accuracy 0.4988 | Val Accuracy 0.4691 | Test Accuracy 0.4793 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0096/1000| Loss 4743697.0000 | Train Accuracy 0.5079 | Val Accuracy 0.4785 | Test Accuracy 0.4754 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0097/1000| Loss 4836832.5000 | Train Accuracy 0.4999 | Val Accuracy 0.4745 | Test Accuracy 0.4607 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0098/1000| Loss 4233227.0000 | Train Accuracy 0.4656 | Val Accuracy 0.4490 | Test Accuracy 0.4575 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0099/1000| Loss 6420175.0000 | Train Accuracy 0.4675 | Val Accuracy 0.4555 | Test Accuracy 0.4608 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0100: Avg Forward 40.806ms, Avg Backward 32.473ms, Total per epoch 73.279ms
Epoch 0100/1000| Loss 4755371.5000 | Train Accuracy 0.4780 | Val Accuracy 0.4687 | Test Accuracy 0.4915 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0101/1000| Loss 3834348.7500 | Train Accuracy 0.4984 | Val Accuracy 0.4939 | Test Accuracy 0.5002 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0102/1000| Loss 3862890.2500 | Train Accuracy 0.5138 | Val Accuracy 0.4962 | Test Accuracy 0.4896 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0103/1000| Loss 3203119.7500 | Train Accuracy 0.5211 | Val Accuracy 0.4950 | Test Accuracy 0.4852 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0104/1000| Loss 3978998.7500 | Train Accuracy 0.4774 | Val Accuracy 0.4604 | Test Accuracy 0.4527 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0105/1000| Loss 3716558.5000 | Train Accuracy 0.4619 | Val Accuracy 0.4486 | Test Accuracy 0.4419 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0106/1000| Loss 3450824.0000 | Train Accuracy 0.4709 | Val Accuracy 0.4720 | Test Accuracy 0.4583 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0107/1000| Loss 3448848.2500 | Train Accuracy 0.4919 | Val Accuracy 0.4946 | Test Accuracy 0.4749 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0108/1000| Loss 3369448.0000 | Train Accuracy 0.5088 | Val Accuracy 0.5121 | Test Accuracy 0.4945 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0109/1000| Loss 3382982.7500 | Train Accuracy 0.4939 | Val Accuracy 0.4882 | Test Accuracy 0.4824 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0110/1000| Loss 2964344.0000 | Train Accuracy 0.4739 | Val Accuracy 0.4708 | Test Accuracy 0.4648 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0111/1000| Loss 3173121.7500 | Train Accuracy 0.4701 | Val Accuracy 0.4729 | Test Accuracy 0.4647 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0112/1000| Loss 2330781.0000 | Train Accuracy 0.4749 | Val Accuracy 0.4757 | Test Accuracy 0.4562 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0113/1000| Loss 1813446.1250 | Train Accuracy 0.4953 | Val Accuracy 0.4793 | Test Accuracy 0.4549 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0114/1000| Loss 1651426.3750 | Train Accuracy 0.4854 | Val Accuracy 0.4735 | Test Accuracy 0.4486 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0115/1000| Loss 1848621.7500 | Train Accuracy 0.4577 | Val Accuracy 0.4479 | Test Accuracy 0.4486 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0116/1000| Loss 1665125.2500 | Train Accuracy 0.4907 | Val Accuracy 0.4893 | Test Accuracy 0.4568 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0117/1000| Loss 1371692.0000 | Train Accuracy 0.4793 | Val Accuracy 0.4845 | Test Accuracy 0.4520 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0118/1000| Loss 1276358.1250 | Train Accuracy 0.4817 | Val Accuracy 0.4819 | Test Accuracy 0.4576 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0119/1000| Loss 1173598.6250 | Train Accuracy 0.4940 | Val Accuracy 0.5037 | Test Accuracy 0.4654 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0120: Avg Forward 40.809ms, Avg Backward 32.473ms, Total per epoch 73.282ms
Epoch 0120/1000| Loss 1155286.1250 | Train Accuracy 0.4973 | Val Accuracy 0.5056 | Test Accuracy 0.4774 | Best val. Accuracy 0.5235 | Best test Accuracy 0.4983
Epoch 0121/1000| Loss 1226392.2500 | Train Accuracy 0.5125 | Val Accuracy 0.5384 | Test Accuracy 0.4849 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0122/1000| Loss 1202553.1250 | Train Accuracy 0.5026 | Val Accuracy 0.5224 | Test Accuracy 0.4887 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0123/1000| Loss 1112483.8750 | Train Accuracy 0.4796 | Val Accuracy 0.4929 | Test Accuracy 0.4902 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0124/1000| Loss 1018738.0000 | Train Accuracy 0.4686 | Val Accuracy 0.4731 | Test Accuracy 0.4909 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0125/1000| Loss 1015217.0000 | Train Accuracy 0.4670 | Val Accuracy 0.4610 | Test Accuracy 0.4903 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0126/1000| Loss 917361.8750 | Train Accuracy 0.4618 | Val Accuracy 0.4529 | Test Accuracy 0.4836 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0127/1000| Loss 953156.3125 | Train Accuracy 0.4595 | Val Accuracy 0.4419 | Test Accuracy 0.4810 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0128/1000| Loss 799534.5625 | Train Accuracy 0.4673 | Val Accuracy 0.4438 | Test Accuracy 0.4867 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0129/1000| Loss 805991.2500 | Train Accuracy 0.4779 | Val Accuracy 0.4507 | Test Accuracy 0.4903 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0130/1000| Loss 752605.4375 | Train Accuracy 0.4887 | Val Accuracy 0.4642 | Test Accuracy 0.4996 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
Epoch 0131/1000| Loss 804590.0625 | Train Accuracy 0.5069 | Val Accuracy 0.4982 | Test Accuracy 0.5016 | Best val. Accuracy 0.5384 | Best test Accuracy 0.4849
