
Parameters:
DATA_PATH=./data/
DATASET=ogbn-proteins
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=4
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gin
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating GIN model...
Using standard DGL GIN model
Model parameters: 228,467 total, 228,467 trainable
Graph statistics: 132534 nodes, 79122504 edges
Average degree: 597.00
Feature dimension: 8, Hidden dimension: 256
MaxK value: 4, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 183239296.0000 | Train Accuracy 0.4563 | Val Accuracy 0.4494 | Test Accuracy 0.4675 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0021/1000| Loss 16731574.0000 | Train Accuracy 0.4046 | Val Accuracy 0.3978 | Test Accuracy 0.4552 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0022/1000| Loss 9510438.0000 | Train Accuracy 0.3960 | Val Accuracy 0.3911 | Test Accuracy 0.4308 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0023/1000| Loss 9672559.0000 | Train Accuracy 0.4399 | Val Accuracy 0.4112 | Test Accuracy 0.4511 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0024/1000| Loss 8071037.0000 | Train Accuracy 0.4060 | Val Accuracy 0.3802 | Test Accuracy 0.4262 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0025/1000| Loss 4370468.0000 | Train Accuracy 0.3820 | Val Accuracy 0.3613 | Test Accuracy 0.4067 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0026/1000| Loss 4481999.0000 | Train Accuracy 0.3954 | Val Accuracy 0.3920 | Test Accuracy 0.4187 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0027/1000| Loss 9520944.0000 | Train Accuracy 0.4111 | Val Accuracy 0.3958 | Test Accuracy 0.4307 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0028/1000| Loss 10746947.0000 | Train Accuracy 0.3752 | Val Accuracy 0.3768 | Test Accuracy 0.4194 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0029/1000| Loss 9406915.0000 | Train Accuracy 0.4078 | Val Accuracy 0.3939 | Test Accuracy 0.4351 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0030/1000| Loss 10877786.0000 | Train Accuracy 0.4200 | Val Accuracy 0.4110 | Test Accuracy 0.4658 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0031/1000| Loss 5299927.0000 | Train Accuracy 0.4179 | Val Accuracy 0.3840 | Test Accuracy 0.4470 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0032/1000| Loss 12035356.0000 | Train Accuracy 0.4164 | Val Accuracy 0.4024 | Test Accuracy 0.4281 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0033/1000| Loss 8323888.0000 | Train Accuracy 0.4245 | Val Accuracy 0.4104 | Test Accuracy 0.4523 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0034/1000| Loss 6162924.0000 | Train Accuracy 0.4088 | Val Accuracy 0.3977 | Test Accuracy 0.4234 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0035/1000| Loss 7889502.0000 | Train Accuracy 0.4167 | Val Accuracy 0.4083 | Test Accuracy 0.4574 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0036/1000| Loss 1184827.3750 | Train Accuracy 0.4182 | Val Accuracy 0.4278 | Test Accuracy 0.4380 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0037/1000| Loss 7425494.0000 | Train Accuracy 0.4173 | Val Accuracy 0.3986 | Test Accuracy 0.4531 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0038/1000| Loss 6194024.0000 | Train Accuracy 0.4403 | Val Accuracy 0.4369 | Test Accuracy 0.4444 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0039/1000| Loss 4061867.2500 | Train Accuracy 0.4103 | Val Accuracy 0.3899 | Test Accuracy 0.4229 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4675
Epoch 0040: Avg Forward 37.776ms, Avg Backward 32.448ms, Total per epoch 70.224ms
Epoch 0040/1000| Loss 2506695.2500 | Train Accuracy 0.4287 | Val Accuracy 0.4655 | Test Accuracy 0.4701 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0041/1000| Loss 4008634.5000 | Train Accuracy 0.4304 | Val Accuracy 0.4419 | Test Accuracy 0.4530 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0042/1000| Loss 5910563.0000 | Train Accuracy 0.4200 | Val Accuracy 0.4322 | Test Accuracy 0.4611 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0043/1000| Loss 5141302.5000 | Train Accuracy 0.3993 | Val Accuracy 0.3954 | Test Accuracy 0.4221 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0044/1000| Loss 5616228.0000 | Train Accuracy 0.4069 | Val Accuracy 0.4138 | Test Accuracy 0.4259 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0045/1000| Loss 3234345.0000 | Train Accuracy 0.4294 | Val Accuracy 0.4133 | Test Accuracy 0.4384 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0046/1000| Loss 2120186.2500 | Train Accuracy 0.3887 | Val Accuracy 0.3762 | Test Accuracy 0.4084 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0047/1000| Loss 1387747.2500 | Train Accuracy 0.3670 | Val Accuracy 0.3657 | Test Accuracy 0.3890 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0048/1000| Loss 5799939.0000 | Train Accuracy 0.4161 | Val Accuracy 0.4244 | Test Accuracy 0.4666 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0049/1000| Loss 2222531.2500 | Train Accuracy 0.4274 | Val Accuracy 0.4139 | Test Accuracy 0.4609 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0050/1000| Loss 3166738.2500 | Train Accuracy 0.4550 | Val Accuracy 0.4399 | Test Accuracy 0.4477 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0051/1000| Loss 3116775.0000 | Train Accuracy 0.4069 | Val Accuracy 0.3848 | Test Accuracy 0.4149 | Best val. Accuracy 0.4655 | Best test Accuracy 0.4701
Epoch 0052/1000| Loss 2672659.5000 | Train Accuracy 0.4976 | Val Accuracy 0.4983 | Test Accuracy 0.4831 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0053/1000| Loss 4268620.5000 | Train Accuracy 0.4312 | Val Accuracy 0.4468 | Test Accuracy 0.4435 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0054/1000| Loss 2629469.2500 | Train Accuracy 0.4163 | Val Accuracy 0.4052 | Test Accuracy 0.4224 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0055/1000| Loss 1464045.6250 | Train Accuracy 0.3723 | Val Accuracy 0.3618 | Test Accuracy 0.4251 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0056/1000| Loss 1449974.8750 | Train Accuracy 0.3927 | Val Accuracy 0.4041 | Test Accuracy 0.4252 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0057/1000| Loss 630834.2500 | Train Accuracy 0.4492 | Val Accuracy 0.4854 | Test Accuracy 0.4449 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0058/1000| Loss 1119034.6250 | Train Accuracy 0.4016 | Val Accuracy 0.4320 | Test Accuracy 0.4553 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0059/1000| Loss 717357.8750 | Train Accuracy 0.4274 | Val Accuracy 0.4513 | Test Accuracy 0.4582 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0060: Avg Forward 37.646ms, Avg Backward 32.446ms, Total per epoch 70.092ms
Epoch 0060/1000| Loss 6817374.0000 | Train Accuracy 0.4211 | Val Accuracy 0.4504 | Test Accuracy 0.4651 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0061/1000| Loss 919756.5000 | Train Accuracy 0.4566 | Val Accuracy 0.4511 | Test Accuracy 0.4570 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0062/1000| Loss 1806449.2500 | Train Accuracy 0.4256 | Val Accuracy 0.4208 | Test Accuracy 0.4495 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0063/1000| Loss 6314078.0000 | Train Accuracy 0.4190 | Val Accuracy 0.4259 | Test Accuracy 0.4368 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0064/1000| Loss 3080790.2500 | Train Accuracy 0.3923 | Val Accuracy 0.3799 | Test Accuracy 0.4185 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4831
Epoch 0065/1000| Loss 1962464.7500 | Train Accuracy 0.5277 | Val Accuracy 0.5468 | Test Accuracy 0.4814 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0066/1000| Loss 2004938.7500 | Train Accuracy 0.4594 | Val Accuracy 0.4675 | Test Accuracy 0.4607 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0067/1000| Loss 3805003.5000 | Train Accuracy 0.4242 | Val Accuracy 0.4154 | Test Accuracy 0.4335 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0068/1000| Loss 3901413.7500 | Train Accuracy 0.4037 | Val Accuracy 0.3818 | Test Accuracy 0.4279 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0069/1000| Loss 2074243.8750 | Train Accuracy 0.4160 | Val Accuracy 0.3951 | Test Accuracy 0.4406 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0070/1000| Loss 1320646.6250 | Train Accuracy 0.4230 | Val Accuracy 0.4218 | Test Accuracy 0.4435 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0071/1000| Loss 1507616.5000 | Train Accuracy 0.4399 | Val Accuracy 0.4223 | Test Accuracy 0.4485 | Best val. Accuracy 0.5468 | Best test Accuracy 0.4814
Epoch 0072/1000| Loss 1993839.8750 | Train Accuracy 0.5252 | Val Accuracy 0.5561 | Test Accuracy 0.5326 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0073/1000| Loss 963415.2500 | Train Accuracy 0.4793 | Val Accuracy 0.5023 | Test Accuracy 0.5631 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0074/1000| Loss 305135.9375 | Train Accuracy 0.4304 | Val Accuracy 0.4110 | Test Accuracy 0.4562 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0075/1000| Loss 563366.5000 | Train Accuracy 0.4240 | Val Accuracy 0.4209 | Test Accuracy 0.4526 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0076/1000| Loss 1956157.0000 | Train Accuracy 0.4044 | Val Accuracy 0.4189 | Test Accuracy 0.4219 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0077/1000| Loss 1240145.7500 | Train Accuracy 0.4275 | Val Accuracy 0.4937 | Test Accuracy 0.4673 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0078/1000| Loss 665754.1875 | Train Accuracy 0.5103 | Val Accuracy 0.5083 | Test Accuracy 0.4817 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0079/1000| Loss 959223.1875 | Train Accuracy 0.5719 | Val Accuracy 0.5549 | Test Accuracy 0.4710 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0080: Avg Forward 37.543ms, Avg Backward 32.441ms, Total per epoch 69.985ms
Epoch 0080/1000| Loss 243311.3438 | Train Accuracy 0.4035 | Val Accuracy 0.3863 | Test Accuracy 0.4241 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0081/1000| Loss 777373.8750 | Train Accuracy 0.4467 | Val Accuracy 0.4761 | Test Accuracy 0.4486 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0082/1000| Loss 852365.2500 | Train Accuracy 0.4503 | Val Accuracy 0.4682 | Test Accuracy 0.4583 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0083/1000| Loss 524537.6875 | Train Accuracy 0.4377 | Val Accuracy 0.4471 | Test Accuracy 0.4713 | Best val. Accuracy 0.5561 | Best test Accuracy 0.5326
Epoch 0084/1000| Loss 320579.7812 | Train Accuracy 0.5578 | Val Accuracy 0.5973 | Test Accuracy 0.4849 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0085/1000| Loss 523820.6875 | Train Accuracy 0.4089 | Val Accuracy 0.4204 | Test Accuracy 0.4367 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0086/1000| Loss 1733462.1250 | Train Accuracy 0.3824 | Val Accuracy 0.3712 | Test Accuracy 0.4183 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0087/1000| Loss 7404286.5000 | Train Accuracy 0.3940 | Val Accuracy 0.3834 | Test Accuracy 0.4364 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0088/1000| Loss 1742725.0000 | Train Accuracy 0.4184 | Val Accuracy 0.4152 | Test Accuracy 0.4234 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0089/1000| Loss 1589377.8750 | Train Accuracy 0.4424 | Val Accuracy 0.4479 | Test Accuracy 0.4344 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0090/1000| Loss 1736242.1250 | Train Accuracy 0.4552 | Val Accuracy 0.5176 | Test Accuracy 0.4401 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0091/1000| Loss 1244385.7500 | Train Accuracy 0.4219 | Val Accuracy 0.4689 | Test Accuracy 0.4374 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0092/1000| Loss 1126950.7500 | Train Accuracy 0.5283 | Val Accuracy 0.5606 | Test Accuracy 0.4389 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0093/1000| Loss 1061460.8750 | Train Accuracy 0.4246 | Val Accuracy 0.4236 | Test Accuracy 0.4137 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0094/1000| Loss 3658848.5000 | Train Accuracy 0.3950 | Val Accuracy 0.4092 | Test Accuracy 0.4384 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0095/1000| Loss 1208736.8750 | Train Accuracy 0.3933 | Val Accuracy 0.4043 | Test Accuracy 0.4366 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0096/1000| Loss 1793442.1250 | Train Accuracy 0.3592 | Val Accuracy 0.3579 | Test Accuracy 0.3949 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0097/1000| Loss 1963281.1250 | Train Accuracy 0.4195 | Val Accuracy 0.4481 | Test Accuracy 0.4835 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0098/1000| Loss 4571813.0000 | Train Accuracy 0.3668 | Val Accuracy 0.3756 | Test Accuracy 0.4398 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0099/1000| Loss 13488170.0000 | Train Accuracy 0.3514 | Val Accuracy 0.3544 | Test Accuracy 0.4014 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0100: Avg Forward 37.474ms, Avg Backward 32.444ms, Total per epoch 69.917ms
Epoch 0100/1000| Loss 6413437.0000 | Train Accuracy 0.4775 | Val Accuracy 0.4741 | Test Accuracy 0.4868 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0101/1000| Loss 4601899.5000 | Train Accuracy 0.5002 | Val Accuracy 0.5127 | Test Accuracy 0.5075 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0102/1000| Loss 4546214.0000 | Train Accuracy 0.5080 | Val Accuracy 0.5010 | Test Accuracy 0.4861 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0103/1000| Loss 4648910.5000 | Train Accuracy 0.4528 | Val Accuracy 0.4438 | Test Accuracy 0.4666 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0104/1000| Loss 2246494.5000 | Train Accuracy 0.4379 | Val Accuracy 0.4459 | Test Accuracy 0.4807 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0105/1000| Loss 2208529.2500 | Train Accuracy 0.5127 | Val Accuracy 0.4932 | Test Accuracy 0.4519 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0106/1000| Loss 1028108.5000 | Train Accuracy 0.4257 | Val Accuracy 0.4031 | Test Accuracy 0.4483 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0107/1000| Loss 874476.9375 | Train Accuracy 0.3716 | Val Accuracy 0.3727 | Test Accuracy 0.4026 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0108/1000| Loss 7673906.5000 | Train Accuracy 0.4326 | Val Accuracy 0.4195 | Test Accuracy 0.4296 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0109/1000| Loss 3406629.5000 | Train Accuracy 0.4187 | Val Accuracy 0.4204 | Test Accuracy 0.4389 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0110/1000| Loss 11335264.0000 | Train Accuracy 0.4511 | Val Accuracy 0.4417 | Test Accuracy 0.4555 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0111/1000| Loss 14102252.0000 | Train Accuracy 0.4066 | Val Accuracy 0.4044 | Test Accuracy 0.4238 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0112/1000| Loss 5153449.5000 | Train Accuracy 0.5053 | Val Accuracy 0.5142 | Test Accuracy 0.4797 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0113/1000| Loss 1789951.5000 | Train Accuracy 0.4902 | Val Accuracy 0.4977 | Test Accuracy 0.4710 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0114/1000| Loss 8227975.0000 | Train Accuracy 0.4703 | Val Accuracy 0.4735 | Test Accuracy 0.4607 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0115/1000| Loss 3476724.2500 | Train Accuracy 0.4419 | Val Accuracy 0.4208 | Test Accuracy 0.4260 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0116/1000| Loss 2167010.7500 | Train Accuracy 0.4635 | Val Accuracy 0.4490 | Test Accuracy 0.4411 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0117/1000| Loss 2541402.7500 | Train Accuracy 0.4959 | Val Accuracy 0.5049 | Test Accuracy 0.4431 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0118/1000| Loss 5279957.5000 | Train Accuracy 0.3582 | Val Accuracy 0.3420 | Test Accuracy 0.3889 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0119/1000| Loss 8428095.0000 | Train Accuracy 0.4174 | Val Accuracy 0.4119 | Test Accuracy 0.4140 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0120: Avg Forward 37.416ms, Avg Backward 32.444ms, Total per epoch 69.860ms
Epoch 0120/1000| Loss 2949543.0000 | Train Accuracy 0.3922 | Val Accuracy 0.3861 | Test Accuracy 0.4112 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0121/1000| Loss 3770283.2500 | Train Accuracy 0.4199 | Val Accuracy 0.4081 | Test Accuracy 0.4290 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0122/1000| Loss 4391964.5000 | Train Accuracy 0.4888 | Val Accuracy 0.4853 | Test Accuracy 0.4848 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0123/1000| Loss 3278418.2500 | Train Accuracy 0.4812 | Val Accuracy 0.4804 | Test Accuracy 0.4811 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0124/1000| Loss 5785917.0000 | Train Accuracy 0.4593 | Val Accuracy 0.4533 | Test Accuracy 0.4657 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0125/1000| Loss 3100874.5000 | Train Accuracy 0.4052 | Val Accuracy 0.4048 | Test Accuracy 0.4449 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0126/1000| Loss 2762647.7500 | Train Accuracy 0.4155 | Val Accuracy 0.4222 | Test Accuracy 0.4490 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0127/1000| Loss 2227482.0000 | Train Accuracy 0.3825 | Val Accuracy 0.3738 | Test Accuracy 0.4352 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0128/1000| Loss 1419012.5000 | Train Accuracy 0.4888 | Val Accuracy 0.4804 | Test Accuracy 0.4723 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0129/1000| Loss 3353982.0000 | Train Accuracy 0.4456 | Val Accuracy 0.4205 | Test Accuracy 0.4488 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0130/1000| Loss 3853998.0000 | Train Accuracy 0.4749 | Val Accuracy 0.4528 | Test Accuracy 0.4665 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
Epoch 0131/1000| Loss 1666258.2500 | Train Accuracy 0.4427 | Val Accuracy 0.4235 | Test Accuracy 0.4410 | Best val. Accuracy 0.5973 | Best test Accuracy 0.4849
