
Parameters:
DATA_PATH=./data/
DATASET=ogbn-proteins
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=64
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gcn
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating GCN model...
Using standard DGL GCN model
Model parameters: 229,232 total, 229,232 trainable
Graph statistics: 132534 nodes, 79122504 edges
Average degree: 597.00
Feature dimension: 8, Hidden dimension: 256
MaxK value: 64, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 1.2886 | Train Accuracy 0.3768 | Val Accuracy 0.3680 | Test Accuracy 0.4123 | Best val. Accuracy 0.3680 | Best test Accuracy 0.4123
Epoch 0017/1000| Loss 0.3717 | Train Accuracy 0.5625 | Val Accuracy 0.5128 | Test Accuracy 0.4917 | Best val. Accuracy 0.5128 | Best test Accuracy 0.4917
Epoch 0018/1000| Loss 0.3637 | Train Accuracy 0.5959 | Val Accuracy 0.5744 | Test Accuracy 0.5310 | Best val. Accuracy 0.5744 | Best test Accuracy 0.5310
Epoch 0019/1000| Loss 0.3632 | Train Accuracy 0.5839 | Val Accuracy 0.5657 | Test Accuracy 0.5159 | Best val. Accuracy 0.5744 | Best test Accuracy 0.5310
Epoch 0020: Avg Forward 41.951ms, Avg Backward 32.480ms, Total per epoch 74.430ms
Epoch 0020/1000| Loss 0.3519 | Train Accuracy 0.5941 | Val Accuracy 0.5791 | Test Accuracy 0.5234 | Best val. Accuracy 0.5791 | Best test Accuracy 0.5234
Epoch 0021/1000| Loss 0.3470 | Train Accuracy 0.6124 | Val Accuracy 0.6131 | Test Accuracy 0.5457 | Best val. Accuracy 0.6131 | Best test Accuracy 0.5457
Epoch 0022/1000| Loss 0.3448 | Train Accuracy 0.6290 | Val Accuracy 0.6418 | Test Accuracy 0.5685 | Best val. Accuracy 0.6418 | Best test Accuracy 0.5685
Epoch 0023/1000| Loss 0.3407 | Train Accuracy 0.6562 | Val Accuracy 0.6675 | Test Accuracy 0.5910 | Best val. Accuracy 0.6675 | Best test Accuracy 0.5910
Epoch 0024/1000| Loss 0.3422 | Train Accuracy 0.6447 | Val Accuracy 0.6615 | Test Accuracy 0.5720 | Best val. Accuracy 0.6675 | Best test Accuracy 0.5910
Epoch 0025/1000| Loss 0.3345 | Train Accuracy 0.6568 | Val Accuracy 0.6822 | Test Accuracy 0.5851 | Best val. Accuracy 0.6822 | Best test Accuracy 0.5851
Epoch 0026/1000| Loss 0.3316 | Train Accuracy 0.6814 | Val Accuracy 0.7086 | Test Accuracy 0.6242 | Best val. Accuracy 0.7086 | Best test Accuracy 0.6242
Epoch 0027/1000| Loss 0.3292 | Train Accuracy 0.6890 | Val Accuracy 0.7153 | Test Accuracy 0.6371 | Best val. Accuracy 0.7153 | Best test Accuracy 0.6371
Epoch 0028/1000| Loss 0.3258 | Train Accuracy 0.6829 | Val Accuracy 0.7200 | Test Accuracy 0.6406 | Best val. Accuracy 0.7200 | Best test Accuracy 0.6406
Epoch 0029/1000| Loss 0.3233 | Train Accuracy 0.6979 | Val Accuracy 0.7269 | Test Accuracy 0.6537 | Best val. Accuracy 0.7269 | Best test Accuracy 0.6537
Epoch 0030/1000| Loss 0.3206 | Train Accuracy 0.7171 | Val Accuracy 0.7228 | Test Accuracy 0.6546 | Best val. Accuracy 0.7269 | Best test Accuracy 0.6537
Epoch 0031/1000| Loss 0.3204 | Train Accuracy 0.7168 | Val Accuracy 0.7267 | Test Accuracy 0.6632 | Best val. Accuracy 0.7269 | Best test Accuracy 0.6537
Epoch 0032/1000| Loss 0.3179 | Train Accuracy 0.7296 | Val Accuracy 0.7344 | Test Accuracy 0.6684 | Best val. Accuracy 0.7344 | Best test Accuracy 0.6684
Epoch 0033/1000| Loss 0.3151 | Train Accuracy 0.7338 | Val Accuracy 0.7413 | Test Accuracy 0.6768 | Best val. Accuracy 0.7413 | Best test Accuracy 0.6768
Epoch 0034/1000| Loss 0.3133 | Train Accuracy 0.7411 | Val Accuracy 0.7454 | Test Accuracy 0.6819 | Best val. Accuracy 0.7454 | Best test Accuracy 0.6819
Epoch 0035/1000| Loss 0.3117 | Train Accuracy 0.7474 | Val Accuracy 0.7493 | Test Accuracy 0.6824 | Best val. Accuracy 0.7493 | Best test Accuracy 0.6824
Epoch 0036/1000| Loss 0.3094 | Train Accuracy 0.7459 | Val Accuracy 0.7508 | Test Accuracy 0.6927 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0037/1000| Loss 0.3100 | Train Accuracy 0.7524 | Val Accuracy 0.7485 | Test Accuracy 0.6852 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0038/1000| Loss 0.3106 | Train Accuracy 0.7490 | Val Accuracy 0.7445 | Test Accuracy 0.6884 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0039/1000| Loss 0.3116 | Train Accuracy 0.7545 | Val Accuracy 0.7378 | Test Accuracy 0.6770 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0040: Avg Forward 42.051ms, Avg Backward 32.477ms, Total per epoch 74.527ms
Epoch 0040/1000| Loss 0.3092 | Train Accuracy 0.7591 | Val Accuracy 0.7474 | Test Accuracy 0.6745 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0041/1000| Loss 0.3101 | Train Accuracy 0.7611 | Val Accuracy 0.7451 | Test Accuracy 0.6793 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0042/1000| Loss 0.3104 | Train Accuracy 0.7617 | Val Accuracy 0.7494 | Test Accuracy 0.6805 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0043/1000| Loss 0.3076 | Train Accuracy 0.7584 | Val Accuracy 0.7475 | Test Accuracy 0.6864 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0044/1000| Loss 0.3100 | Train Accuracy 0.7609 | Val Accuracy 0.7504 | Test Accuracy 0.6932 | Best val. Accuracy 0.7508 | Best test Accuracy 0.6927
Epoch 0045/1000| Loss 0.3057 | Train Accuracy 0.7668 | Val Accuracy 0.7539 | Test Accuracy 0.6930 | Best val. Accuracy 0.7539 | Best test Accuracy 0.6930
Epoch 0046/1000| Loss 0.3073 | Train Accuracy 0.7695 | Val Accuracy 0.7565 | Test Accuracy 0.6971 | Best val. Accuracy 0.7565 | Best test Accuracy 0.6971
Epoch 0047/1000| Loss 0.3029 | Train Accuracy 0.7705 | Val Accuracy 0.7521 | Test Accuracy 0.6936 | Best val. Accuracy 0.7565 | Best test Accuracy 0.6971
Epoch 0048/1000| Loss 0.3039 | Train Accuracy 0.7672 | Val Accuracy 0.7486 | Test Accuracy 0.6997 | Best val. Accuracy 0.7565 | Best test Accuracy 0.6971
Epoch 0049/1000| Loss 0.3035 | Train Accuracy 0.7742 | Val Accuracy 0.7527 | Test Accuracy 0.6960 | Best val. Accuracy 0.7565 | Best test Accuracy 0.6971
Epoch 0050/1000| Loss 0.3037 | Train Accuracy 0.7693 | Val Accuracy 0.7577 | Test Accuracy 0.7012 | Best val. Accuracy 0.7577 | Best test Accuracy 0.7012
Epoch 0051/1000| Loss 0.3079 | Train Accuracy 0.7729 | Val Accuracy 0.7543 | Test Accuracy 0.6917 | Best val. Accuracy 0.7577 | Best test Accuracy 0.7012
Epoch 0052/1000| Loss 0.3028 | Train Accuracy 0.7787 | Val Accuracy 0.7602 | Test Accuracy 0.7002 | Best val. Accuracy 0.7602 | Best test Accuracy 0.7002
Epoch 0053/1000| Loss 0.2983 | Train Accuracy 0.7798 | Val Accuracy 0.7622 | Test Accuracy 0.7068 | Best val. Accuracy 0.7622 | Best test Accuracy 0.7068
Epoch 0054/1000| Loss 0.3004 | Train Accuracy 0.7793 | Val Accuracy 0.7554 | Test Accuracy 0.6972 | Best val. Accuracy 0.7622 | Best test Accuracy 0.7068
Epoch 0055/1000| Loss 0.2983 | Train Accuracy 0.7764 | Val Accuracy 0.7563 | Test Accuracy 0.6999 | Best val. Accuracy 0.7622 | Best test Accuracy 0.7068
Epoch 0056/1000| Loss 0.2977 | Train Accuracy 0.7785 | Val Accuracy 0.7619 | Test Accuracy 0.7051 | Best val. Accuracy 0.7622 | Best test Accuracy 0.7068
Epoch 0057/1000| Loss 0.2981 | Train Accuracy 0.7837 | Val Accuracy 0.7640 | Test Accuracy 0.7073 | Best val. Accuracy 0.7640 | Best test Accuracy 0.7073
Epoch 0058/1000| Loss 0.2960 | Train Accuracy 0.7851 | Val Accuracy 0.7667 | Test Accuracy 0.7119 | Best val. Accuracy 0.7667 | Best test Accuracy 0.7119
Epoch 0059/1000| Loss 0.2959 | Train Accuracy 0.7856 | Val Accuracy 0.7683 | Test Accuracy 0.7162 | Best val. Accuracy 0.7683 | Best test Accuracy 0.7162
Epoch 0060: Avg Forward 42.092ms, Avg Backward 32.470ms, Total per epoch 74.562ms
Epoch 0060/1000| Loss 0.2950 | Train Accuracy 0.7844 | Val Accuracy 0.7635 | Test Accuracy 0.7079 | Best val. Accuracy 0.7683 | Best test Accuracy 0.7162
Epoch 0061/1000| Loss 0.2944 | Train Accuracy 0.7849 | Val Accuracy 0.7666 | Test Accuracy 0.7121 | Best val. Accuracy 0.7683 | Best test Accuracy 0.7162
Epoch 0062/1000| Loss 0.2940 | Train Accuracy 0.7873 | Val Accuracy 0.7697 | Test Accuracy 0.7186 | Best val. Accuracy 0.7697 | Best test Accuracy 0.7186
Epoch 0063/1000| Loss 0.2932 | Train Accuracy 0.7904 | Val Accuracy 0.7677 | Test Accuracy 0.7170 | Best val. Accuracy 0.7697 | Best test Accuracy 0.7186
Epoch 0064/1000| Loss 0.2931 | Train Accuracy 0.7913 | Val Accuracy 0.7701 | Test Accuracy 0.7208 | Best val. Accuracy 0.7701 | Best test Accuracy 0.7208
Epoch 0065/1000| Loss 0.2935 | Train Accuracy 0.7901 | Val Accuracy 0.7673 | Test Accuracy 0.7125 | Best val. Accuracy 0.7701 | Best test Accuracy 0.7208
Epoch 0066/1000| Loss 0.2949 | Train Accuracy 0.7918 | Val Accuracy 0.7737 | Test Accuracy 0.7227 | Best val. Accuracy 0.7737 | Best test Accuracy 0.7227
Epoch 0067/1000| Loss 0.2932 | Train Accuracy 0.7925 | Val Accuracy 0.7707 | Test Accuracy 0.7198 | Best val. Accuracy 0.7737 | Best test Accuracy 0.7227
Epoch 0068/1000| Loss 0.2907 | Train Accuracy 0.7936 | Val Accuracy 0.7718 | Test Accuracy 0.7209 | Best val. Accuracy 0.7737 | Best test Accuracy 0.7227
Epoch 0069/1000| Loss 0.2913 | Train Accuracy 0.7947 | Val Accuracy 0.7771 | Test Accuracy 0.7240 | Best val. Accuracy 0.7771 | Best test Accuracy 0.7240
Epoch 0070/1000| Loss 0.2908 | Train Accuracy 0.7954 | Val Accuracy 0.7743 | Test Accuracy 0.7208 | Best val. Accuracy 0.7771 | Best test Accuracy 0.7240
Epoch 0071/1000| Loss 0.2906 | Train Accuracy 0.7977 | Val Accuracy 0.7759 | Test Accuracy 0.7232 | Best val. Accuracy 0.7771 | Best test Accuracy 0.7240
Epoch 0072/1000| Loss 0.2893 | Train Accuracy 0.7989 | Val Accuracy 0.7763 | Test Accuracy 0.7250 | Best val. Accuracy 0.7771 | Best test Accuracy 0.7240
Epoch 0073/1000| Loss 0.2890 | Train Accuracy 0.7989 | Val Accuracy 0.7773 | Test Accuracy 0.7272 | Best val. Accuracy 0.7773 | Best test Accuracy 0.7272
Epoch 0074/1000| Loss 0.2875 | Train Accuracy 0.7986 | Val Accuracy 0.7793 | Test Accuracy 0.7300 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0075/1000| Loss 0.2884 | Train Accuracy 0.7997 | Val Accuracy 0.7765 | Test Accuracy 0.7271 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0076/1000| Loss 0.2887 | Train Accuracy 0.7950 | Val Accuracy 0.7751 | Test Accuracy 0.7318 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0077/1000| Loss 0.2954 | Train Accuracy 0.7992 | Val Accuracy 0.7761 | Test Accuracy 0.7296 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0078/1000| Loss 0.2970 | Train Accuracy 0.7994 | Val Accuracy 0.7600 | Test Accuracy 0.7035 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0079/1000| Loss 0.2988 | Train Accuracy 0.7997 | Val Accuracy 0.7744 | Test Accuracy 0.7300 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0080: Avg Forward 42.096ms, Avg Backward 32.471ms, Total per epoch 74.567ms
Epoch 0080/1000| Loss 0.2935 | Train Accuracy 0.7905 | Val Accuracy 0.7653 | Test Accuracy 0.7207 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0081/1000| Loss 0.3039 | Train Accuracy 0.7978 | Val Accuracy 0.7707 | Test Accuracy 0.7285 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0082/1000| Loss 0.2914 | Train Accuracy 0.7971 | Val Accuracy 0.7702 | Test Accuracy 0.7259 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0083/1000| Loss 0.2924 | Train Accuracy 0.8007 | Val Accuracy 0.7731 | Test Accuracy 0.7209 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0084/1000| Loss 0.2912 | Train Accuracy 0.8000 | Val Accuracy 0.7700 | Test Accuracy 0.7239 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0085/1000| Loss 0.2897 | Train Accuracy 0.7990 | Val Accuracy 0.7692 | Test Accuracy 0.7267 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0086/1000| Loss 0.2895 | Train Accuracy 0.8018 | Val Accuracy 0.7785 | Test Accuracy 0.7329 | Best val. Accuracy 0.7793 | Best test Accuracy 0.7300
Epoch 0087/1000| Loss 0.2896 | Train Accuracy 0.8046 | Val Accuracy 0.7806 | Test Accuracy 0.7286 | Best val. Accuracy 0.7806 | Best test Accuracy 0.7286
Epoch 0088/1000| Loss 0.2882 | Train Accuracy 0.8051 | Val Accuracy 0.7788 | Test Accuracy 0.7284 | Best val. Accuracy 0.7806 | Best test Accuracy 0.7286
Epoch 0089/1000| Loss 0.2868 | Train Accuracy 0.8045 | Val Accuracy 0.7764 | Test Accuracy 0.7254 | Best val. Accuracy 0.7806 | Best test Accuracy 0.7286
Epoch 0090/1000| Loss 0.2898 | Train Accuracy 0.8041 | Val Accuracy 0.7786 | Test Accuracy 0.7264 | Best val. Accuracy 0.7806 | Best test Accuracy 0.7286
Epoch 0091/1000| Loss 0.2889 | Train Accuracy 0.8063 | Val Accuracy 0.7822 | Test Accuracy 0.7314 | Best val. Accuracy 0.7822 | Best test Accuracy 0.7314
Epoch 0092/1000| Loss 0.2857 | Train Accuracy 0.8072 | Val Accuracy 0.7821 | Test Accuracy 0.7349 | Best val. Accuracy 0.7822 | Best test Accuracy 0.7314
Epoch 0093/1000| Loss 0.2866 | Train Accuracy 0.8082 | Val Accuracy 0.7826 | Test Accuracy 0.7293 | Best val. Accuracy 0.7826 | Best test Accuracy 0.7293
Epoch 0094/1000| Loss 0.2851 | Train Accuracy 0.8093 | Val Accuracy 0.7813 | Test Accuracy 0.7221 | Best val. Accuracy 0.7826 | Best test Accuracy 0.7293
Epoch 0095/1000| Loss 0.2854 | Train Accuracy 0.8101 | Val Accuracy 0.7823 | Test Accuracy 0.7273 | Best val. Accuracy 0.7826 | Best test Accuracy 0.7293
Epoch 0096/1000| Loss 0.2848 | Train Accuracy 0.8114 | Val Accuracy 0.7837 | Test Accuracy 0.7288 | Best val. Accuracy 0.7837 | Best test Accuracy 0.7288
Epoch 0097/1000| Loss 0.2842 | Train Accuracy 0.8122 | Val Accuracy 0.7875 | Test Accuracy 0.7337 | Best val. Accuracy 0.7875 | Best test Accuracy 0.7337
Epoch 0098/1000| Loss 0.2829 | Train Accuracy 0.8107 | Val Accuracy 0.7864 | Test Accuracy 0.7356 | Best val. Accuracy 0.7875 | Best test Accuracy 0.7337
Epoch 0099/1000| Loss 0.2832 | Train Accuracy 0.8140 | Val Accuracy 0.7899 | Test Accuracy 0.7389 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0100: Avg Forward 42.092ms, Avg Backward 32.472ms, Total per epoch 74.564ms
Epoch 0100/1000| Loss 0.2815 | Train Accuracy 0.8168 | Val Accuracy 0.7879 | Test Accuracy 0.7310 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0101/1000| Loss 0.2816 | Train Accuracy 0.8147 | Val Accuracy 0.7856 | Test Accuracy 0.7243 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0102/1000| Loss 0.2824 | Train Accuracy 0.8180 | Val Accuracy 0.7886 | Test Accuracy 0.7266 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0103/1000| Loss 0.2804 | Train Accuracy 0.8151 | Val Accuracy 0.7889 | Test Accuracy 0.7341 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0104/1000| Loss 0.2841 | Train Accuracy 0.8113 | Val Accuracy 0.7857 | Test Accuracy 0.7286 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0105/1000| Loss 0.2952 | Train Accuracy 0.8065 | Val Accuracy 0.7789 | Test Accuracy 0.7243 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0106/1000| Loss 0.3031 | Train Accuracy 0.7859 | Val Accuracy 0.7353 | Test Accuracy 0.6450 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0107/1000| Loss 0.3072 | Train Accuracy 0.8122 | Val Accuracy 0.7769 | Test Accuracy 0.7182 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0108/1000| Loss 0.2921 | Train Accuracy 0.8070 | Val Accuracy 0.7787 | Test Accuracy 0.7273 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0109/1000| Loss 0.2906 | Train Accuracy 0.7971 | Val Accuracy 0.7755 | Test Accuracy 0.7343 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0110/1000| Loss 0.2971 | Train Accuracy 0.8052 | Val Accuracy 0.7775 | Test Accuracy 0.7257 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0111/1000| Loss 0.2935 | Train Accuracy 0.8064 | Val Accuracy 0.7728 | Test Accuracy 0.7135 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0112/1000| Loss 0.2950 | Train Accuracy 0.8010 | Val Accuracy 0.7712 | Test Accuracy 0.7010 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0113/1000| Loss 0.2972 | Train Accuracy 0.8110 | Val Accuracy 0.7771 | Test Accuracy 0.6972 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0114/1000| Loss 0.2906 | Train Accuracy 0.8075 | Val Accuracy 0.7706 | Test Accuracy 0.6830 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0115/1000| Loss 0.2940 | Train Accuracy 0.8041 | Val Accuracy 0.7777 | Test Accuracy 0.7165 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0116/1000| Loss 0.2903 | Train Accuracy 0.8009 | Val Accuracy 0.7757 | Test Accuracy 0.7247 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0117/1000| Loss 0.2932 | Train Accuracy 0.8060 | Val Accuracy 0.7812 | Test Accuracy 0.7232 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0118/1000| Loss 0.2877 | Train Accuracy 0.8081 | Val Accuracy 0.7799 | Test Accuracy 0.7025 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0119/1000| Loss 0.2871 | Train Accuracy 0.8077 | Val Accuracy 0.7759 | Test Accuracy 0.6931 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0120: Avg Forward 42.090ms, Avg Backward 32.472ms, Total per epoch 74.562ms
Epoch 0120/1000| Loss 0.2885 | Train Accuracy 0.8112 | Val Accuracy 0.7812 | Test Accuracy 0.6978 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0121/1000| Loss 0.2842 | Train Accuracy 0.8105 | Val Accuracy 0.7821 | Test Accuracy 0.6959 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0122/1000| Loss 0.2848 | Train Accuracy 0.8133 | Val Accuracy 0.7834 | Test Accuracy 0.6929 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0123/1000| Loss 0.2844 | Train Accuracy 0.8023 | Val Accuracy 0.7749 | Test Accuracy 0.6966 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0124/1000| Loss 0.2888 | Train Accuracy 0.8115 | Val Accuracy 0.7861 | Test Accuracy 0.7267 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0125/1000| Loss 0.2867 | Train Accuracy 0.8062 | Val Accuracy 0.7813 | Test Accuracy 0.7285 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0126/1000| Loss 0.2855 | Train Accuracy 0.8172 | Val Accuracy 0.7871 | Test Accuracy 0.7211 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0127/1000| Loss 0.2883 | Train Accuracy 0.8165 | Val Accuracy 0.7879 | Test Accuracy 0.7197 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0128/1000| Loss 0.2844 | Train Accuracy 0.7989 | Val Accuracy 0.7730 | Test Accuracy 0.7194 | Best val. Accuracy 0.7899 | Best test Accuracy 0.7389
Epoch 0129/1000| Loss 0.2976 | Train Accuracy 0.8210 | Val Accuracy 0.7922 | Test Accuracy 0.7287 | Best val. Accuracy 0.7922 | Best test Accuracy 0.7287
Epoch 0130/1000| Loss 0.2843 | Train Accuracy 0.8203 | Val Accuracy 0.7926 | Test Accuracy 0.7284 | Best val. Accuracy 0.7926 | Best test Accuracy 0.7284
Epoch 0131/1000| Loss 0.2840 | Train Accuracy 0.8208 | Val Accuracy 0.7935 | Test Accuracy 0.7272 | Best val. Accuracy 0.7935 | Best test Accuracy 0.7272
Epoch 0132/1000| Loss 0.2819 | Train Accuracy 0.8206 | Val Accuracy 0.7930 | Test Accuracy 0.7249 | Best val. Accuracy 0.7935 | Best test Accuracy 0.7272
Epoch 0133/1000| Loss 0.2829 | Train Accuracy 0.8192 | Val Accuracy 0.7905 | Test Accuracy 0.7149 | Best val. Accuracy 0.7935 | Best test Accuracy 0.7272
Epoch 0134/1000| Loss 0.2853 | Train Accuracy 0.8230 | Val Accuracy 0.7919 | Test Accuracy 0.7151 | Best val. Accuracy 0.7935 | Best test Accuracy 0.7272
