
Parameters:
DATA_PATH=./data/
DATASET=ogbn-products
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=128
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: products
Kernel mode: auto
Creating SAGE model...
Using MaxK-accelerated SAGE model
Model parameters: 431,919 total, 431,919 trainable
Graph statistics: 2449029 nodes, 123718280 edges
Average degree: 50.52
Feature dimension: 100, Hidden dimension: 256
MaxK value: 128, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 16.8785 | Train Accuracy 0.3084 | Val Accuracy 0.3083 | Test Accuracy 0.2694 | Best val. Accuracy 0.3083 | Best test Accuracy 0.2694
Epoch 0046/1000| Loss 5.4833 | Train Accuracy 0.4587 | Val Accuracy 0.4453 | Test Accuracy 0.3271 | Best val. Accuracy 0.4453 | Best test Accuracy 0.3271
Epoch 0047/1000| Loss 5.3196 | Train Accuracy 0.4621 | Val Accuracy 0.4490 | Test Accuracy 0.3313 | Best val. Accuracy 0.4490 | Best test Accuracy 0.3313
Epoch 0048/1000| Loss 5.1420 | Train Accuracy 0.4696 | Val Accuracy 0.4614 | Test Accuracy 0.3418 | Best val. Accuracy 0.4614 | Best test Accuracy 0.3418
Epoch 0049/1000| Loss 4.9267 | Train Accuracy 0.4699 | Val Accuracy 0.4624 | Test Accuracy 0.3420 | Best val. Accuracy 0.4624 | Best test Accuracy 0.3420
Epoch 0050/1000| Loss 4.7847 | Train Accuracy 0.4719 | Val Accuracy 0.4649 | Test Accuracy 0.3381 | Best val. Accuracy 0.4649 | Best test Accuracy 0.3381
Epoch 0051/1000| Loss 4.6202 | Train Accuracy 0.4623 | Val Accuracy 0.4567 | Test Accuracy 0.3283 | Best val. Accuracy 0.4649 | Best test Accuracy 0.3381
Epoch 0052/1000| Loss 4.5595 | Train Accuracy 0.4707 | Val Accuracy 0.4641 | Test Accuracy 0.3355 | Best val. Accuracy 0.4649 | Best test Accuracy 0.3381
Epoch 0053/1000| Loss 4.3832 | Train Accuracy 0.4845 | Val Accuracy 0.4760 | Test Accuracy 0.3426 | Best val. Accuracy 0.4760 | Best test Accuracy 0.3426
Epoch 0054/1000| Loss 4.3492 | Train Accuracy 0.4845 | Val Accuracy 0.4753 | Test Accuracy 0.3439 | Best val. Accuracy 0.4760 | Best test Accuracy 0.3426
Epoch 0055/1000| Loss 4.2465 | Train Accuracy 0.4752 | Val Accuracy 0.4641 | Test Accuracy 0.3397 | Best val. Accuracy 0.4760 | Best test Accuracy 0.3426
Epoch 0056/1000| Loss 4.0568 | Train Accuracy 0.4930 | Val Accuracy 0.4838 | Test Accuracy 0.3565 | Best val. Accuracy 0.4838 | Best test Accuracy 0.3565
Epoch 0057/1000| Loss 3.8661 | Train Accuracy 0.4698 | Val Accuracy 0.4608 | Test Accuracy 0.3426 | Best val. Accuracy 0.4838 | Best test Accuracy 0.3565
Epoch 0058/1000| Loss 3.9406 | Train Accuracy 0.4866 | Val Accuracy 0.4749 | Test Accuracy 0.3521 | Best val. Accuracy 0.4838 | Best test Accuracy 0.3565
Epoch 0059/1000| Loss 3.7998 | Train Accuracy 0.4749 | Val Accuracy 0.4635 | Test Accuracy 0.3412 | Best val. Accuracy 0.4838 | Best test Accuracy 0.3565
Epoch 0060: Avg Forward 338.179ms, Avg Backward 203.413ms, Total per epoch 541.592ms
Epoch 0060/1000| Loss 3.9090 | Train Accuracy 0.4876 | Val Accuracy 0.4773 | Test Accuracy 0.3530 | Best val. Accuracy 0.4838 | Best test Accuracy 0.3565
Epoch 0061/1000| Loss 4.0107 | Train Accuracy 0.5007 | Val Accuracy 0.4933 | Test Accuracy 0.3693 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0062/1000| Loss 4.1863 | Train Accuracy 0.4753 | Val Accuracy 0.4656 | Test Accuracy 0.3499 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0063/1000| Loss 4.3500 | Train Accuracy 0.4709 | Val Accuracy 0.4603 | Test Accuracy 0.3471 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0064/1000| Loss 4.0009 | Train Accuracy 0.4403 | Val Accuracy 0.4337 | Test Accuracy 0.3238 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0065/1000| Loss 4.2040 | Train Accuracy 0.4646 | Val Accuracy 0.4551 | Test Accuracy 0.3351 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0066/1000| Loss 3.9306 | Train Accuracy 0.4702 | Val Accuracy 0.4584 | Test Accuracy 0.3354 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0067/1000| Loss 3.8772 | Train Accuracy 0.4768 | Val Accuracy 0.4654 | Test Accuracy 0.3394 | Best val. Accuracy 0.4933 | Best test Accuracy 0.3693
Epoch 0068/1000| Loss 3.8001 | Train Accuracy 0.5068 | Val Accuracy 0.5002 | Test Accuracy 0.3648 | Best val. Accuracy 0.5002 | Best test Accuracy 0.3648
Epoch 0069/1000| Loss 3.7210 | Train Accuracy 0.4739 | Val Accuracy 0.4633 | Test Accuracy 0.3340 | Best val. Accuracy 0.5002 | Best test Accuracy 0.3648
Epoch 0070/1000| Loss 3.7122 | Train Accuracy 0.4426 | Val Accuracy 0.4344 | Test Accuracy 0.3201 | Best val. Accuracy 0.5002 | Best test Accuracy 0.3648
Epoch 0071/1000| Loss 4.6543 | Train Accuracy 0.5318 | Val Accuracy 0.5286 | Test Accuracy 0.3974 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0072/1000| Loss 4.8726 | Train Accuracy 0.4910 | Val Accuracy 0.4823 | Test Accuracy 0.3576 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0073/1000| Loss 5.9248 | Train Accuracy 0.5185 | Val Accuracy 0.5145 | Test Accuracy 0.3889 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0074/1000| Loss 5.6903 | Train Accuracy 0.5210 | Val Accuracy 0.5114 | Test Accuracy 0.3771 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0075/1000| Loss 5.7481 | Train Accuracy 0.5021 | Val Accuracy 0.4897 | Test Accuracy 0.3614 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0076/1000| Loss 5.3605 | Train Accuracy 0.4869 | Val Accuracy 0.4743 | Test Accuracy 0.3509 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0077/1000| Loss 5.1988 | Train Accuracy 0.4219 | Val Accuracy 0.4100 | Test Accuracy 0.3054 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0078/1000| Loss 5.3411 | Train Accuracy 0.4248 | Val Accuracy 0.4119 | Test Accuracy 0.2856 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0079/1000| Loss 5.2731 | Train Accuracy 0.4340 | Val Accuracy 0.4212 | Test Accuracy 0.2958 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0080: Avg Forward 338.025ms, Avg Backward 203.408ms, Total per epoch 541.433ms
Epoch 0080/1000| Loss 5.0619 | Train Accuracy 0.4681 | Val Accuracy 0.4548 | Test Accuracy 0.3225 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0081/1000| Loss 4.7082 | Train Accuracy 0.4827 | Val Accuracy 0.4694 | Test Accuracy 0.3352 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0082/1000| Loss 4.6674 | Train Accuracy 0.5097 | Val Accuracy 0.4966 | Test Accuracy 0.3592 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0083/1000| Loss 4.3550 | Train Accuracy 0.5267 | Val Accuracy 0.5175 | Test Accuracy 0.3834 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0084/1000| Loss 4.1255 | Train Accuracy 0.5256 | Val Accuracy 0.5167 | Test Accuracy 0.3885 | Best val. Accuracy 0.5286 | Best test Accuracy 0.3974
Epoch 0085/1000| Loss 3.8379 | Train Accuracy 0.5416 | Val Accuracy 0.5310 | Test Accuracy 0.3960 | Best val. Accuracy 0.5310 | Best test Accuracy 0.3960
Epoch 0086/1000| Loss 3.4952 | Train Accuracy 0.5442 | Val Accuracy 0.5321 | Test Accuracy 0.3960 | Best val. Accuracy 0.5321 | Best test Accuracy 0.3960
Epoch 0087/1000| Loss 3.3794 | Train Accuracy 0.5364 | Val Accuracy 0.5248 | Test Accuracy 0.3954 | Best val. Accuracy 0.5321 | Best test Accuracy 0.3960
Epoch 0088/1000| Loss 3.3089 | Train Accuracy 0.5072 | Val Accuracy 0.4981 | Test Accuracy 0.3762 | Best val. Accuracy 0.5321 | Best test Accuracy 0.3960
Epoch 0089/1000| Loss 3.6355 | Train Accuracy 0.5409 | Val Accuracy 0.5290 | Test Accuracy 0.3906 | Best val. Accuracy 0.5321 | Best test Accuracy 0.3960
Epoch 0090/1000| Loss 3.3864 | Train Accuracy 0.5495 | Val Accuracy 0.5387 | Test Accuracy 0.3992 | Best val. Accuracy 0.5387 | Best test Accuracy 0.3992
Epoch 0091/1000| Loss 3.6992 | Train Accuracy 0.5629 | Val Accuracy 0.5564 | Test Accuracy 0.4169 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0092/1000| Loss 3.8927 | Train Accuracy 0.5304 | Val Accuracy 0.5129 | Test Accuracy 0.3749 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0093/1000| Loss 4.0542 | Train Accuracy 0.5378 | Val Accuracy 0.5199 | Test Accuracy 0.3782 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0094/1000| Loss 3.5332 | Train Accuracy 0.5301 | Val Accuracy 0.5152 | Test Accuracy 0.3780 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0095/1000| Loss 4.0303 | Train Accuracy 0.5198 | Val Accuracy 0.5108 | Test Accuracy 0.3717 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0096/1000| Loss 4.1328 | Train Accuracy 0.4893 | Val Accuracy 0.4751 | Test Accuracy 0.3453 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0097/1000| Loss 3.9394 | Train Accuracy 0.5231 | Val Accuracy 0.5086 | Test Accuracy 0.3687 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0098/1000| Loss 3.3952 | Train Accuracy 0.5246 | Val Accuracy 0.5159 | Test Accuracy 0.3858 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0099/1000| Loss 3.5514 | Train Accuracy 0.5188 | Val Accuracy 0.5096 | Test Accuracy 0.3767 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0100: Avg Forward 337.812ms, Avg Backward 203.401ms, Total per epoch 541.213ms
Epoch 0100/1000| Loss 3.4951 | Train Accuracy 0.5225 | Val Accuracy 0.5132 | Test Accuracy 0.3778 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0101/1000| Loss 3.3896 | Train Accuracy 0.5378 | Val Accuracy 0.5244 | Test Accuracy 0.3880 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0102/1000| Loss 3.2744 | Train Accuracy 0.5448 | Val Accuracy 0.5310 | Test Accuracy 0.3854 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0103/1000| Loss 3.1770 | Train Accuracy 0.5349 | Val Accuracy 0.5234 | Test Accuracy 0.3786 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0104/1000| Loss 3.0500 | Train Accuracy 0.5229 | Val Accuracy 0.5090 | Test Accuracy 0.3692 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0105/1000| Loss 2.9767 | Train Accuracy 0.5356 | Val Accuracy 0.5228 | Test Accuracy 0.3811 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0106/1000| Loss 2.8531 | Train Accuracy 0.5431 | Val Accuracy 0.5322 | Test Accuracy 0.3886 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0107/1000| Loss 2.8149 | Train Accuracy 0.5689 | Val Accuracy 0.5555 | Test Accuracy 0.4045 | Best val. Accuracy 0.5564 | Best test Accuracy 0.4169
Epoch 0108/1000| Loss 2.7131 | Train Accuracy 0.5744 | Val Accuracy 0.5616 | Test Accuracy 0.4102 | Best val. Accuracy 0.5616 | Best test Accuracy 0.4102
Epoch 0109/1000| Loss 2.6418 | Train Accuracy 0.5770 | Val Accuracy 0.5644 | Test Accuracy 0.4136 | Best val. Accuracy 0.5644 | Best test Accuracy 0.4136
Epoch 0110/1000| Loss 2.5595 | Train Accuracy 0.5663 | Val Accuracy 0.5533 | Test Accuracy 0.4038 | Best val. Accuracy 0.5644 | Best test Accuracy 0.4136
Epoch 0111/1000| Loss 2.4600 | Train Accuracy 0.5704 | Val Accuracy 0.5565 | Test Accuracy 0.4074 | Best val. Accuracy 0.5644 | Best test Accuracy 0.4136
Epoch 0112/1000| Loss 2.4806 | Train Accuracy 0.5672 | Val Accuracy 0.5543 | Test Accuracy 0.4065 | Best val. Accuracy 0.5644 | Best test Accuracy 0.4136
Epoch 0113/1000| Loss 2.5697 | Train Accuracy 0.5834 | Val Accuracy 0.5728 | Test Accuracy 0.4262 | Best val. Accuracy 0.5728 | Best test Accuracy 0.4262
Epoch 0114/1000| Loss 2.5723 | Train Accuracy 0.5823 | Val Accuracy 0.5677 | Test Accuracy 0.4195 | Best val. Accuracy 0.5728 | Best test Accuracy 0.4262
Epoch 0115/1000| Loss 2.5937 | Train Accuracy 0.5751 | Val Accuracy 0.5650 | Test Accuracy 0.4218 | Best val. Accuracy 0.5728 | Best test Accuracy 0.4262
Epoch 0116/1000| Loss 2.8347 | Train Accuracy 0.5786 | Val Accuracy 0.5749 | Test Accuracy 0.4377 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0117/1000| Loss 2.9418 | Train Accuracy 0.5599 | Val Accuracy 0.5507 | Test Accuracy 0.4090 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0118/1000| Loss 3.3042 | Train Accuracy 0.5411 | Val Accuracy 0.5301 | Test Accuracy 0.3955 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0119/1000| Loss 3.3270 | Train Accuracy 0.5697 | Val Accuracy 0.5631 | Test Accuracy 0.4299 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0120: Avg Forward 337.606ms, Avg Backward 203.402ms, Total per epoch 541.008ms
Epoch 0120/1000| Loss 3.4610 | Train Accuracy 0.5686 | Val Accuracy 0.5527 | Test Accuracy 0.4114 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0121/1000| Loss 3.5726 | Train Accuracy 0.5682 | Val Accuracy 0.5538 | Test Accuracy 0.4092 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0122/1000| Loss 3.3725 | Train Accuracy 0.5699 | Val Accuracy 0.5595 | Test Accuracy 0.4211 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0123/1000| Loss 3.0857 | Train Accuracy 0.5647 | Val Accuracy 0.5590 | Test Accuracy 0.4232 | Best val. Accuracy 0.5749 | Best test Accuracy 0.4377
Epoch 0124/1000| Loss 3.5409 | Train Accuracy 0.5778 | Val Accuracy 0.5756 | Test Accuracy 0.4444 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0125/1000| Loss 3.5684 | Train Accuracy 0.5633 | Val Accuracy 0.5493 | Test Accuracy 0.4067 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0126/1000| Loss 3.2344 | Train Accuracy 0.5363 | Val Accuracy 0.5225 | Test Accuracy 0.3917 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0127/1000| Loss 3.6678 | Train Accuracy 0.5523 | Val Accuracy 0.5409 | Test Accuracy 0.3983 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0128/1000| Loss 3.4107 | Train Accuracy 0.5479 | Val Accuracy 0.5357 | Test Accuracy 0.4008 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0129/1000| Loss 3.3876 | Train Accuracy 0.5593 | Val Accuracy 0.5514 | Test Accuracy 0.4196 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0130/1000| Loss 3.8957 | Train Accuracy 0.5440 | Val Accuracy 0.5300 | Test Accuracy 0.3946 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0131/1000| Loss 3.8556 | Train Accuracy 0.5694 | Val Accuracy 0.5567 | Test Accuracy 0.4157 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0132/1000| Loss 3.7102 | Train Accuracy 0.5684 | Val Accuracy 0.5558 | Test Accuracy 0.4070 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
Epoch 0133/1000| Loss 4.3904 | Train Accuracy 0.5536 | Val Accuracy 0.5369 | Test Accuracy 0.3920 | Best val. Accuracy 0.5756 | Best test Accuracy 0.4444
