
Parameters:
DATA_PATH=./data/
DATASET=ogbn-products
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=4
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating SAGE model...
Using standard DGL SAGE model
Model parameters: 431,919 total, 431,919 trainable
Graph statistics: 2449029 nodes, 123718280 edges
Average degree: 50.52
Feature dimension: 100, Hidden dimension: 256
MaxK value: 4, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 3.8721 | Train Accuracy 0.3083 | Val Accuracy 0.3083 | Test Accuracy 0.2693 | Best val. Accuracy 0.3083 | Best test Accuracy 0.2693
Epoch 0023/1000| Loss 1.2309 | Train Accuracy 0.6592 | Val Accuracy 0.6477 | Test Accuracy 0.4808 | Best val. Accuracy 0.6518 | Best test Accuracy 0.4867
Epoch 0024/1000| Loss 1.1789 | Train Accuracy 0.6975 | Val Accuracy 0.6852 | Test Accuracy 0.5136 | Best val. Accuracy 0.6852 | Best test Accuracy 0.5136
Epoch 0025/1000| Loss 1.1270 | Train Accuracy 0.7134 | Val Accuracy 0.7017 | Test Accuracy 0.5274 | Best val. Accuracy 0.7017 | Best test Accuracy 0.5274
Epoch 0026/1000| Loss 1.0880 | Train Accuracy 0.7077 | Val Accuracy 0.6968 | Test Accuracy 0.5309 | Best val. Accuracy 0.7017 | Best test Accuracy 0.5274
Epoch 0027/1000| Loss 1.0466 | Train Accuracy 0.7294 | Val Accuracy 0.7156 | Test Accuracy 0.5362 | Best val. Accuracy 0.7156 | Best test Accuracy 0.5362
Epoch 0028/1000| Loss 0.9966 | Train Accuracy 0.7307 | Val Accuracy 0.7180 | Test Accuracy 0.5372 | Best val. Accuracy 0.7180 | Best test Accuracy 0.5372
Epoch 0029/1000| Loss 0.9572 | Train Accuracy 0.7404 | Val Accuracy 0.7283 | Test Accuracy 0.5509 | Best val. Accuracy 0.7283 | Best test Accuracy 0.5509
Epoch 0030/1000| Loss 0.9167 | Train Accuracy 0.7578 | Val Accuracy 0.7456 | Test Accuracy 0.5677 | Best val. Accuracy 0.7456 | Best test Accuracy 0.5677
Epoch 0031/1000| Loss 0.8738 | Train Accuracy 0.7742 | Val Accuracy 0.7624 | Test Accuracy 0.5797 | Best val. Accuracy 0.7624 | Best test Accuracy 0.5797
Epoch 0032/1000| Loss 0.8412 | Train Accuracy 0.7822 | Val Accuracy 0.7702 | Test Accuracy 0.5868 | Best val. Accuracy 0.7702 | Best test Accuracy 0.5868
Epoch 0033/1000| Loss 0.8033 | Train Accuracy 0.7870 | Val Accuracy 0.7759 | Test Accuracy 0.5899 | Best val. Accuracy 0.7759 | Best test Accuracy 0.5899
Epoch 0034/1000| Loss 0.7802 | Train Accuracy 0.8070 | Val Accuracy 0.7935 | Test Accuracy 0.6044 | Best val. Accuracy 0.7935 | Best test Accuracy 0.6044
Epoch 0035/1000| Loss 0.7408 | Train Accuracy 0.8223 | Val Accuracy 0.8082 | Test Accuracy 0.6175 | Best val. Accuracy 0.8082 | Best test Accuracy 0.6175
Epoch 0036/1000| Loss 0.7185 | Train Accuracy 0.8273 | Val Accuracy 0.8132 | Test Accuracy 0.6211 | Best val. Accuracy 0.8132 | Best test Accuracy 0.6211
Epoch 0037/1000| Loss 0.6874 | Train Accuracy 0.8311 | Val Accuracy 0.8173 | Test Accuracy 0.6242 | Best val. Accuracy 0.8173 | Best test Accuracy 0.6242
Epoch 0038/1000| Loss 0.6697 | Train Accuracy 0.8381 | Val Accuracy 0.8248 | Test Accuracy 0.6341 | Best val. Accuracy 0.8248 | Best test Accuracy 0.6341
Epoch 0039/1000| Loss 0.6457 | Train Accuracy 0.8439 | Val Accuracy 0.8327 | Test Accuracy 0.6419 | Best val. Accuracy 0.8327 | Best test Accuracy 0.6419
Epoch 0040: Avg Forward 267.079ms, Avg Backward 154.605ms, Total per epoch 421.684ms
Epoch 0040/1000| Loss 0.6240 | Train Accuracy 0.8463 | Val Accuracy 0.8349 | Test Accuracy 0.6440 | Best val. Accuracy 0.8349 | Best test Accuracy 0.6440
Epoch 0041/1000| Loss 0.6103 | Train Accuracy 0.8474 | Val Accuracy 0.8336 | Test Accuracy 0.6430 | Best val. Accuracy 0.8349 | Best test Accuracy 0.6440
Epoch 0042/1000| Loss 0.5905 | Train Accuracy 0.8493 | Val Accuracy 0.8367 | Test Accuracy 0.6459 | Best val. Accuracy 0.8367 | Best test Accuracy 0.6459
Epoch 0043/1000| Loss 0.5774 | Train Accuracy 0.8542 | Val Accuracy 0.8442 | Test Accuracy 0.6545 | Best val. Accuracy 0.8442 | Best test Accuracy 0.6545
Epoch 0044/1000| Loss 0.5647 | Train Accuracy 0.8586 | Val Accuracy 0.8481 | Test Accuracy 0.6599 | Best val. Accuracy 0.8481 | Best test Accuracy 0.6599
Epoch 0045/1000| Loss 0.5571 | Train Accuracy 0.8586 | Val Accuracy 0.8470 | Test Accuracy 0.6600 | Best val. Accuracy 0.8481 | Best test Accuracy 0.6599
Epoch 0046/1000| Loss 0.5406 | Train Accuracy 0.8656 | Val Accuracy 0.8575 | Test Accuracy 0.6749 | Best val. Accuracy 0.8575 | Best test Accuracy 0.6749
Epoch 0047/1000| Loss 0.5330 | Train Accuracy 0.8646 | Val Accuracy 0.8570 | Test Accuracy 0.6711 | Best val. Accuracy 0.8575 | Best test Accuracy 0.6749
Epoch 0048/1000| Loss 0.5215 | Train Accuracy 0.8679 | Val Accuracy 0.8583 | Test Accuracy 0.6760 | Best val. Accuracy 0.8583 | Best test Accuracy 0.6760
Epoch 0049/1000| Loss 0.5116 | Train Accuracy 0.8717 | Val Accuracy 0.8613 | Test Accuracy 0.6864 | Best val. Accuracy 0.8613 | Best test Accuracy 0.6864
Epoch 0050/1000| Loss 0.5012 | Train Accuracy 0.8729 | Val Accuracy 0.8639 | Test Accuracy 0.6887 | Best val. Accuracy 0.8639 | Best test Accuracy 0.6887
Epoch 0051/1000| Loss 0.4965 | Train Accuracy 0.8741 | Val Accuracy 0.8660 | Test Accuracy 0.6905 | Best val. Accuracy 0.8660 | Best test Accuracy 0.6905
Epoch 0052/1000| Loss 0.4870 | Train Accuracy 0.8758 | Val Accuracy 0.8671 | Test Accuracy 0.6946 | Best val. Accuracy 0.8671 | Best test Accuracy 0.6946
Epoch 0053/1000| Loss 0.4829 | Train Accuracy 0.8769 | Val Accuracy 0.8673 | Test Accuracy 0.6957 | Best val. Accuracy 0.8673 | Best test Accuracy 0.6957
Epoch 0054/1000| Loss 0.4788 | Train Accuracy 0.8772 | Val Accuracy 0.8678 | Test Accuracy 0.6972 | Best val. Accuracy 0.8678 | Best test Accuracy 0.6972
Epoch 0055/1000| Loss 0.4718 | Train Accuracy 0.8798 | Val Accuracy 0.8720 | Test Accuracy 0.7022 | Best val. Accuracy 0.8720 | Best test Accuracy 0.7022
Epoch 0056/1000| Loss 0.4625 | Train Accuracy 0.8810 | Val Accuracy 0.8728 | Test Accuracy 0.7063 | Best val. Accuracy 0.8728 | Best test Accuracy 0.7063
Epoch 0057/1000| Loss 0.4560 | Train Accuracy 0.8816 | Val Accuracy 0.8729 | Test Accuracy 0.7094 | Best val. Accuracy 0.8729 | Best test Accuracy 0.7094
Epoch 0058/1000| Loss 0.4517 | Train Accuracy 0.8839 | Val Accuracy 0.8748 | Test Accuracy 0.7125 | Best val. Accuracy 0.8748 | Best test Accuracy 0.7125
Epoch 0059/1000| Loss 0.4471 | Train Accuracy 0.8858 | Val Accuracy 0.8769 | Test Accuracy 0.7125 | Best val. Accuracy 0.8769 | Best test Accuracy 0.7125
Epoch 0060: Avg Forward 266.294ms, Avg Backward 154.600ms, Total per epoch 420.893ms
Epoch 0060/1000| Loss 0.4387 | Train Accuracy 0.8866 | Val Accuracy 0.8785 | Test Accuracy 0.7111 | Best val. Accuracy 0.8785 | Best test Accuracy 0.7111
Epoch 0061/1000| Loss 0.4376 | Train Accuracy 0.8884 | Val Accuracy 0.8804 | Test Accuracy 0.7165 | Best val. Accuracy 0.8804 | Best test Accuracy 0.7165
Epoch 0062/1000| Loss 0.4346 | Train Accuracy 0.8884 | Val Accuracy 0.8819 | Test Accuracy 0.7192 | Best val. Accuracy 0.8819 | Best test Accuracy 0.7192
Epoch 0063/1000| Loss 0.4452 | Train Accuracy 0.8893 | Val Accuracy 0.8831 | Test Accuracy 0.7208 | Best val. Accuracy 0.8831 | Best test Accuracy 0.7208
Epoch 0064/1000| Loss 0.4225 | Train Accuracy 0.8905 | Val Accuracy 0.8831 | Test Accuracy 0.7230 | Best val. Accuracy 0.8831 | Best test Accuracy 0.7208
Epoch 0065/1000| Loss 0.4202 | Train Accuracy 0.8903 | Val Accuracy 0.8833 | Test Accuracy 0.7206 | Best val. Accuracy 0.8833 | Best test Accuracy 0.7206
Epoch 0066/1000| Loss 0.4166 | Train Accuracy 0.8896 | Val Accuracy 0.8826 | Test Accuracy 0.7170 | Best val. Accuracy 0.8833 | Best test Accuracy 0.7206
Epoch 0067/1000| Loss 0.4151 | Train Accuracy 0.8913 | Val Accuracy 0.8845 | Test Accuracy 0.7212 | Best val. Accuracy 0.8845 | Best test Accuracy 0.7212
Epoch 0068/1000| Loss 0.4116 | Train Accuracy 0.8930 | Val Accuracy 0.8855 | Test Accuracy 0.7270 | Best val. Accuracy 0.8855 | Best test Accuracy 0.7270
Epoch 0069/1000| Loss 0.4091 | Train Accuracy 0.8921 | Val Accuracy 0.8867 | Test Accuracy 0.7254 | Best val. Accuracy 0.8867 | Best test Accuracy 0.7254
Epoch 0070/1000| Loss 0.4037 | Train Accuracy 0.8939 | Val Accuracy 0.8868 | Test Accuracy 0.7230 | Best val. Accuracy 0.8868 | Best test Accuracy 0.7230
Epoch 0071/1000| Loss 0.4048 | Train Accuracy 0.8948 | Val Accuracy 0.8871 | Test Accuracy 0.7207 | Best val. Accuracy 0.8871 | Best test Accuracy 0.7207
Epoch 0072/1000| Loss 0.4003 | Train Accuracy 0.8954 | Val Accuracy 0.8862 | Test Accuracy 0.7209 | Best val. Accuracy 0.8871 | Best test Accuracy 0.7207
Epoch 0073/1000| Loss 0.3982 | Train Accuracy 0.8959 | Val Accuracy 0.8878 | Test Accuracy 0.7254 | Best val. Accuracy 0.8878 | Best test Accuracy 0.7254
Epoch 0074/1000| Loss 0.3973 | Train Accuracy 0.8964 | Val Accuracy 0.8883 | Test Accuracy 0.7279 | Best val. Accuracy 0.8883 | Best test Accuracy 0.7279
Epoch 0075/1000| Loss 0.3906 | Train Accuracy 0.8960 | Val Accuracy 0.8858 | Test Accuracy 0.7240 | Best val. Accuracy 0.8883 | Best test Accuracy 0.7279
Epoch 0076/1000| Loss 0.3948 | Train Accuracy 0.8972 | Val Accuracy 0.8878 | Test Accuracy 0.7231 | Best val. Accuracy 0.8883 | Best test Accuracy 0.7279
Epoch 0077/1000| Loss 0.3900 | Train Accuracy 0.8985 | Val Accuracy 0.8896 | Test Accuracy 0.7236 | Best val. Accuracy 0.8896 | Best test Accuracy 0.7236
Epoch 0078/1000| Loss 0.3863 | Train Accuracy 0.8976 | Val Accuracy 0.8883 | Test Accuracy 0.7224 | Best val. Accuracy 0.8896 | Best test Accuracy 0.7236
Epoch 0079/1000| Loss 0.3888 | Train Accuracy 0.8992 | Val Accuracy 0.8896 | Test Accuracy 0.7257 | Best val. Accuracy 0.8896 | Best test Accuracy 0.7236
Epoch 0080: Avg Forward 265.685ms, Avg Backward 154.598ms, Total per epoch 420.283ms
Epoch 0080/1000| Loss 0.3841 | Train Accuracy 0.8989 | Val Accuracy 0.8889 | Test Accuracy 0.7268 | Best val. Accuracy 0.8896 | Best test Accuracy 0.7236
Epoch 0081/1000| Loss 0.3814 | Train Accuracy 0.8993 | Val Accuracy 0.8884 | Test Accuracy 0.7273 | Best val. Accuracy 0.8896 | Best test Accuracy 0.7236
Epoch 0082/1000| Loss 0.3798 | Train Accuracy 0.9003 | Val Accuracy 0.8905 | Test Accuracy 0.7283 | Best val. Accuracy 0.8905 | Best test Accuracy 0.7283
Epoch 0083/1000| Loss 0.3785 | Train Accuracy 0.9012 | Val Accuracy 0.8912 | Test Accuracy 0.7287 | Best val. Accuracy 0.8912 | Best test Accuracy 0.7287
Epoch 0084/1000| Loss 0.3768 | Train Accuracy 0.9013 | Val Accuracy 0.8914 | Test Accuracy 0.7290 | Best val. Accuracy 0.8914 | Best test Accuracy 0.7290
Epoch 0085/1000| Loss 0.3729 | Train Accuracy 0.9015 | Val Accuracy 0.8904 | Test Accuracy 0.7290 | Best val. Accuracy 0.8914 | Best test Accuracy 0.7290
Epoch 0086/1000| Loss 0.3709 | Train Accuracy 0.9017 | Val Accuracy 0.8919 | Test Accuracy 0.7310 | Best val. Accuracy 0.8919 | Best test Accuracy 0.7310
Epoch 0087/1000| Loss 0.3723 | Train Accuracy 0.9023 | Val Accuracy 0.8932 | Test Accuracy 0.7307 | Best val. Accuracy 0.8932 | Best test Accuracy 0.7307
Epoch 0088/1000| Loss 0.3693 | Train Accuracy 0.9021 | Val Accuracy 0.8927 | Test Accuracy 0.7287 | Best val. Accuracy 0.8932 | Best test Accuracy 0.7307
Epoch 0089/1000| Loss 0.3690 | Train Accuracy 0.9027 | Val Accuracy 0.8930 | Test Accuracy 0.7293 | Best val. Accuracy 0.8932 | Best test Accuracy 0.7307
Epoch 0090/1000| Loss 0.3651 | Train Accuracy 0.9034 | Val Accuracy 0.8929 | Test Accuracy 0.7323 | Best val. Accuracy 0.8932 | Best test Accuracy 0.7307
Epoch 0091/1000| Loss 0.3676 | Train Accuracy 0.9039 | Val Accuracy 0.8952 | Test Accuracy 0.7332 | Best val. Accuracy 0.8952 | Best test Accuracy 0.7332
Epoch 0092/1000| Loss 0.3632 | Train Accuracy 0.9022 | Val Accuracy 0.8931 | Test Accuracy 0.7305 | Best val. Accuracy 0.8952 | Best test Accuracy 0.7332
Epoch 0093/1000| Loss 0.3648 | Train Accuracy 0.9033 | Val Accuracy 0.8944 | Test Accuracy 0.7332 | Best val. Accuracy 0.8952 | Best test Accuracy 0.7332
Epoch 0094/1000| Loss 0.3604 | Train Accuracy 0.9041 | Val Accuracy 0.8947 | Test Accuracy 0.7369 | Best val. Accuracy 0.8952 | Best test Accuracy 0.7332
Epoch 0095/1000| Loss 0.3612 | Train Accuracy 0.9040 | Val Accuracy 0.8953 | Test Accuracy 0.7366 | Best val. Accuracy 0.8953 | Best test Accuracy 0.7366
Epoch 0096/1000| Loss 0.3571 | Train Accuracy 0.9048 | Val Accuracy 0.8955 | Test Accuracy 0.7349 | Best val. Accuracy 0.8955 | Best test Accuracy 0.7349
Epoch 0097/1000| Loss 0.3578 | Train Accuracy 0.9061 | Val Accuracy 0.8963 | Test Accuracy 0.7345 | Best val. Accuracy 0.8963 | Best test Accuracy 0.7345
Epoch 0098/1000| Loss 0.3569 | Train Accuracy 0.9051 | Val Accuracy 0.8955 | Test Accuracy 0.7323 | Best val. Accuracy 0.8963 | Best test Accuracy 0.7345
Epoch 0099/1000| Loss 0.3550 | Train Accuracy 0.9058 | Val Accuracy 0.8957 | Test Accuracy 0.7345 | Best val. Accuracy 0.8963 | Best test Accuracy 0.7345
Epoch 0100: Avg Forward 265.260ms, Avg Backward 154.596ms, Total per epoch 419.856ms
Epoch 0100/1000| Loss 0.3539 | Train Accuracy 0.9057 | Val Accuracy 0.8946 | Test Accuracy 0.7321 | Best val. Accuracy 0.8963 | Best test Accuracy 0.7345
Epoch 0101/1000| Loss 0.3550 | Train Accuracy 0.9062 | Val Accuracy 0.8958 | Test Accuracy 0.7349 | Best val. Accuracy 0.8963 | Best test Accuracy 0.7345
Epoch 0102/1000| Loss 0.3500 | Train Accuracy 0.9063 | Val Accuracy 0.8966 | Test Accuracy 0.7341 | Best val. Accuracy 0.8966 | Best test Accuracy 0.7341
Epoch 0103/1000| Loss 0.3513 | Train Accuracy 0.9069 | Val Accuracy 0.8969 | Test Accuracy 0.7363 | Best val. Accuracy 0.8969 | Best test Accuracy 0.7363
Epoch 0104/1000| Loss 0.3462 | Train Accuracy 0.9059 | Val Accuracy 0.8958 | Test Accuracy 0.7380 | Best val. Accuracy 0.8969 | Best test Accuracy 0.7363
Epoch 0105/1000| Loss 0.3486 | Train Accuracy 0.9073 | Val Accuracy 0.8976 | Test Accuracy 0.7386 | Best val. Accuracy 0.8976 | Best test Accuracy 0.7386
Epoch 0106/1000| Loss 0.3466 | Train Accuracy 0.9073 | Val Accuracy 0.8971 | Test Accuracy 0.7337 | Best val. Accuracy 0.8976 | Best test Accuracy 0.7386
Epoch 0107/1000| Loss 0.3463 | Train Accuracy 0.9076 | Val Accuracy 0.8978 | Test Accuracy 0.7320 | Best val. Accuracy 0.8978 | Best test Accuracy 0.7320
Epoch 0108/1000| Loss 0.3455 | Train Accuracy 0.9077 | Val Accuracy 0.8973 | Test Accuracy 0.7346 | Best val. Accuracy 0.8978 | Best test Accuracy 0.7320
Epoch 0109/1000| Loss 0.3421 | Train Accuracy 0.9083 | Val Accuracy 0.8985 | Test Accuracy 0.7350 | Best val. Accuracy 0.8985 | Best test Accuracy 0.7350
Epoch 0110/1000| Loss 0.3406 | Train Accuracy 0.9083 | Val Accuracy 0.8991 | Test Accuracy 0.7329 | Best val. Accuracy 0.8991 | Best test Accuracy 0.7329
Epoch 0111/1000| Loss 0.3417 | Train Accuracy 0.9090 | Val Accuracy 0.8993 | Test Accuracy 0.7308 | Best val. Accuracy 0.8993 | Best test Accuracy 0.7308
Epoch 0112/1000| Loss 0.3390 | Train Accuracy 0.9087 | Val Accuracy 0.8966 | Test Accuracy 0.7339 | Best val. Accuracy 0.8993 | Best test Accuracy 0.7308
Epoch 0113/1000| Loss 0.3388 | Train Accuracy 0.9093 | Val Accuracy 0.8982 | Test Accuracy 0.7390 | Best val. Accuracy 0.8993 | Best test Accuracy 0.7308
Epoch 0114/1000| Loss 0.3386 | Train Accuracy 0.9099 | Val Accuracy 0.8995 | Test Accuracy 0.7346 | Best val. Accuracy 0.8995 | Best test Accuracy 0.7346
Epoch 0115/1000| Loss 0.3371 | Train Accuracy 0.9101 | Val Accuracy 0.8988 | Test Accuracy 0.7318 | Best val. Accuracy 0.8995 | Best test Accuracy 0.7346
Epoch 0116/1000| Loss 0.3340 | Train Accuracy 0.9093 | Val Accuracy 0.8978 | Test Accuracy 0.7356 | Best val. Accuracy 0.8995 | Best test Accuracy 0.7346
Epoch 0117/1000| Loss 0.3347 | Train Accuracy 0.9101 | Val Accuracy 0.8990 | Test Accuracy 0.7401 | Best val. Accuracy 0.8995 | Best test Accuracy 0.7346
Epoch 0118/1000| Loss 0.3332 | Train Accuracy 0.9097 | Val Accuracy 0.8985 | Test Accuracy 0.7363 | Best val. Accuracy 0.8995 | Best test Accuracy 0.7346
Epoch 0119/1000| Loss 0.3344 | Train Accuracy 0.9092 | Val Accuracy 0.8963 | Test Accuracy 0.7314 | Best val. Accuracy 0.8995 | Best test Accuracy 0.7346
Epoch 0120: Avg Forward 264.972ms, Avg Backward 154.594ms, Total per epoch 419.565ms
Epoch 0120/1000| Loss 0.3378 | Train Accuracy 0.9117 | Val Accuracy 0.9007 | Test Accuracy 0.7372 | Best val. Accuracy 0.9007 | Best test Accuracy 0.7372
Epoch 0121/1000| Loss 0.3318 | Train Accuracy 0.9117 | Val Accuracy 0.8999 | Test Accuracy 0.7414 | Best val. Accuracy 0.9007 | Best test Accuracy 0.7372
Epoch 0122/1000| Loss 0.3331 | Train Accuracy 0.9100 | Val Accuracy 0.8981 | Test Accuracy 0.7382 | Best val. Accuracy 0.9007 | Best test Accuracy 0.7372
Epoch 0123/1000| Loss 0.3301 | Train Accuracy 0.9099 | Val Accuracy 0.8982 | Test Accuracy 0.7346 | Best val. Accuracy 0.9007 | Best test Accuracy 0.7372
Epoch 0124/1000| Loss 0.3309 | Train Accuracy 0.9125 | Val Accuracy 0.9013 | Test Accuracy 0.7382 | Best val. Accuracy 0.9013 | Best test Accuracy 0.7382
Epoch 0125/1000| Loss 0.3279 | Train Accuracy 0.9136 | Val Accuracy 0.9029 | Test Accuracy 0.7429 | Best val. Accuracy 0.9029 | Best test Accuracy 0.7429
Epoch 0126/1000| Loss 0.3284 | Train Accuracy 0.9111 | Val Accuracy 0.9007 | Test Accuracy 0.7415 | Best val. Accuracy 0.9029 | Best test Accuracy 0.7429
Epoch 0127/1000| Loss 0.3259 | Train Accuracy 0.9109 | Val Accuracy 0.9013 | Test Accuracy 0.7397 | Best val. Accuracy 0.9029 | Best test Accuracy 0.7429
Epoch 0128/1000| Loss 0.3277 | Train Accuracy 0.9130 | Val Accuracy 0.9023 | Test Accuracy 0.7409 | Best val. Accuracy 0.9029 | Best test Accuracy 0.7429
Epoch 0129/1000| Loss 0.3248 | Train Accuracy 0.9137 | Val Accuracy 0.9037 | Test Accuracy 0.7431 | Best val. Accuracy 0.9037 | Best test Accuracy 0.7431
Epoch 0130/1000| Loss 0.3240 | Train Accuracy 0.9137 | Val Accuracy 0.9028 | Test Accuracy 0.7455 | Best val. Accuracy 0.9037 | Best test Accuracy 0.7431
Epoch 0131/1000| Loss 0.3236 | Train Accuracy 0.9136 | Val Accuracy 0.9038 | Test Accuracy 0.7489 | Best val. Accuracy 0.9038 | Best test Accuracy 0.7489
Epoch 0132/1000| Loss 0.3242 | Train Accuracy 0.9129 | Val Accuracy 0.9024 | Test Accuracy 0.7454 | Best val. Accuracy 0.9038 | Best test Accuracy 0.7489
Epoch 0133/1000| Loss 0.3215 | Train Accuracy 0.9126 | Val Accuracy 0.9025 | Test Accuracy 0.7402 | Best val. Accuracy 0.9038 | Best test Accuracy 0.7489
Epoch 0134/1000| Loss 0.3222 | Train Accuracy 0.9139 | Val Accuracy 0.9024 | Test Accuracy 0.7402 | Best val. Accuracy 0.9038 | Best test Accuracy 0.7489
